Time - Dev1/ai10	Amplitude - Dev1/ai10
0.2666	-0.629973
0.2667	-0.640992
0.2668	-0.651682
0.2669	-0.662536
0.267	-0.67339
0.2671	-0.683422
0.2672	-0.694277
0.2673	-0.705131
0.2674	-0.714341
0.2675	-0.724702
0.2676	-0.735062
0.2677	-0.744437
0.2678	-0.75414
0.2679	-0.763843
0.268	-0.772395
0.2681	-0.781933
0.2682	-0.791636
0.2683	-0.800188
0.2684	-0.809069
0.2685	-0.81795
0.2686	-0.826337
0.2687	-0.834396
0.2688	-0.843112
0.2689	-0.851006
0.269	-0.858078
0.2691	-0.866794
0.2692	-0.874195
0.2693	-0.881267
0.2694	-0.888667
0.2695	-0.896232
0.2696	-0.902975
0.2697	-0.91054
0.2698	-0.917283
0.2699	-0.923039
0.27	-0.930111
0.2701	-0.936196
0.2702	-0.942281
0.2703	-0.948366
0.2704	-0.954615
0.2705	-0.959714
0.2706	-0.96547
0.2707	-0.971884
0.2708	-0.976653
0.2709	-0.981587
0.271	-0.987014
0.2711	-0.991619
0.2712	-0.996388
0.2713	-1.00149
0.2714	-1.00593
0.2715	-1.00987
0.2716	-1.01464
0.2717	-1.01859
0.2718	-1.02171
0.2719	-1.02599
0.272	-1.02928
0.2721	-1.03224
0.2722	-1.03586
0.2723	-1.03898
0.2724	-1.04145
0.2725	-1.04425
0.2726	-1.04737
0.2727	-1.04951
0.2728	-1.05181
0.2729	-1.05411
0.273	-1.05609
0.2731	-1.05822
0.2732	-1.06102
0.2733	-1.06201
0.2734	-1.06382
0.2735	-1.06645
0.2736	-1.06743
0.2737	-1.06875
0.2738	-1.07072
0.2739	-1.07204
0.274	-1.07352
0.2741	-1.07418
0.2742	-1.07253
0.2743	-1.07039
0.2744	-1.06908
0.2745	-1.06776
0.2746	-1.06563
0.2747	-1.06447
0.2748	-1.06283
0.2749	-1.06036
0.275	-1.05872
0.2751	-1.05691
0.2752	-1.05444
0.2753	-1.05263
0.2754	-1.05033
0.2755	-1.04753
0.2756	-1.0449
0.2757	-1.04277
0.2758	-1.03964
0.2759	-1.03619
0.276	-1.03388
0.2761	-1.02994
0.2762	-1.02632
0.2763	-1.02319
0.2764	-1.01908
0.2765	-1.01481
0.2766	-1.01102
0.2767	-1.00642
0.2768	-1.00165
0.2769	-0.997375
0.277	-0.992934
0.2771	-0.987343
0.2772	-0.982902
0.2773	-0.977475
0.2774	-0.971719
0.2775	-0.966292
0.2776	-0.960865
0.2777	-0.95478
0.2778	-0.949024
0.2779	-0.943597
0.278	-0.936854
0.2781	-0.93044
0.2782	-0.924848
0.2783	-0.917448
0.2784	-0.91054
0.2785	-0.904291
0.2786	-0.896561
0.2787	-0.889325
0.2788	-0.882418
0.2789	-0.874688
0.279	-0.866794
0.2791	-0.859394
0.2792	-0.850842
0.2793	-0.842454
0.2794	-0.834889
0.2795	-0.826831
0.2796	-0.817128
0.2797	-0.809562
0.2798	-0.800517
0.2799	-0.790979
0.28	-0.782756
0.2801	-0.773546
0.2802	-0.763514
0.2803	-0.754798
0.2804	-0.745423
0.2805	-0.735062
0.2806	-0.725524
0.2807	-0.715821
0.2808	-0.705131
0.2809	-0.694277
0.281	-0.684574
0.2811	-0.673555
0.2812	-0.662701
0.2813	-0.652504
0.2814	-0.641321
0.2815	-0.629809
0.2816	-0.619283
0.2817	-0.607936
0.2818	-0.596752
0.2819	-0.585898
0.282	-0.57455
0.2821	-0.562874
0.2822	-0.551855
0.2823	-0.540179
0.2824	-0.528502
0.2825	-0.516661
0.2826	-0.505478
0.2827	-0.492814
0.2828	-0.481302
0.2829	-0.468968
0.283	-0.456633
0.2831	-0.44397
0.2832	-0.432293
0.2833	-0.419301
0.2834	-0.406967
0.2835	-0.394632
0.2836	-0.382133
0.2837	-0.369141
0.2838	-0.356478
0.2839	-0.34365
0.284	-0.330822
0.2841	-0.318817
0.2842	-0.306153
0.2843	-0.292503
0.2844	-0.280169
0.2845	-0.26767
0.2846	-0.254513
0.2847	-0.241521
0.2848	-0.229187
0.2849	-0.215372
0.285	-0.202544
0.2851	-0.189881
0.2852	-0.176231
0.2853	-0.16291
0.2854	-0.149753
0.2855	-0.135774
0.2856	-0.122288
0.2857	-0.109296
0.2858	-0.095317
0.2859	-0.081338
0.286	-0.0685102
0.2861	-0.0545312
0.2862	-0.0403877
0.2863	-0.0270665
0.2864	-0.0134164
0.2865	0.00056259
0.2866	0.0137193
0.2867	0.0275339
0.2868	0.0418418
0.2869	0.054834
0.287	0.0688131
0.2871	0.0827921
0.2872	0.0962777
0.2873	0.109434
0.2874	0.123578
0.2875	0.137392
0.2876	0.150385
0.2877	0.164035
0.2878	0.177356
0.2879	0.190348
0.288	0.203834
0.2881	0.217484
0.2882	0.229489
0.2883	0.242975
0.2884	0.256132
0.2885	0.268302
0.2886	0.281623
0.2887	0.29478
0.2888	0.307114
0.2889	0.319942
0.289	0.332934
0.2891	0.345762
0.2892	0.357932
0.2893	0.370924
0.2894	0.383423
0.2895	0.395922
0.2896	0.409079
0.2897	0.421249
0.2898	0.433583
0.2899	0.44674
0.29	0.459074
0.2901	0.471244
0.2902	0.483907
0.2903	0.495913
0.2904	0.508083
0.2905	0.519759
0.2906	0.532094
0.2907	0.543606
0.2908	0.555283
0.2909	0.567288
0.291	0.577485
0.2911	0.58949
0.2912	0.601331
0.2913	0.611692
0.2914	0.623369
0.2915	0.634881
0.2916	0.645571
0.2917	0.656589
0.2918	0.668266
0.2919	0.678791
0.292	0.689317
0.2921	0.7005
0.2922	0.711025
0.2923	0.721551
0.2924	0.732076
0.2925	0.742601
0.2926	0.751976
0.2927	0.762336
0.2928	0.772039
0.2929	0.781085
0.293	0.790623
0.2931	0.80082
0.2932	0.809372
0.2933	0.819075
0.2934	0.82812
0.2935	0.836178
0.2936	0.845717
0.2937	0.854598
0.2938	0.861999
0.2939	0.870715
0.294	0.879267
0.2941	0.886667
0.2942	0.89489
0.2943	0.903278
0.2944	0.910349
0.2945	0.91775
0.2946	0.925809
0.2947	0.932716
0.2948	0.939623
0.2949	0.947024
0.295	0.953767
0.2951	0.959687
0.2952	0.966923
0.2953	0.972844
0.2954	0.978929
0.2955	0.984849
0.2956	0.991428
0.2957	0.99669
0.2958	1.00228
0.2959	1.00804
0.296	1.01231
0.2961	1.01823
0.2962	1.02333
0.2963	1.02761
0.2964	1.03287
0.2965	1.03764
0.2966	1.04159
0.2967	1.04603
0.2968	1.05047
0.2969	1.05409
0.297	1.0577
0.2971	1.06132
0.2972	1.06494
0.2973	1.0679
0.2974	1.07152
0.2975	1.07415
0.2976	1.07645
0.2977	1.07941
0.2978	1.08188
0.2979	1.08369
0.298	1.08632
0.2981	1.08829
0.2982	1.0901
0.2983	1.09241
0.2984	1.09438
0.2985	1.09569
0.2986	1.09783
0.2987	1.09931
0.2988	1.10063
0.2989	1.10244
0.299	1.10408
0.2991	1.10408
0.2992	1.10293
0.2993	1.10194
0.2994	1.09981
0.2995	1.09783
0.2996	1.09668
0.2997	1.09504
0.2998	1.0929
0.2999	1.09109
0.3	1.08912
0.3001	1.08681
0.3002	1.08517
0.3003	1.0832
0.3004	1.07991
0.3005	1.07777
0.3006	1.07514
0.3007	1.07168
0.3008	1.06905
0.3009	1.06593
0.301	1.06231
0.3011	1.05902
0.3012	1.05557
0.3013	1.05113
0.3014	1.04734
0.3015	1.04373
0.3016	1.03863
0.3017	1.03452
0.3018	1.03008
0.3019	1.02481
0.302	1.01955
0.3021	1.01495
0.3022	1.00952
0.3023	1.00376
0.3024	0.998335
0.3025	0.992415
0.3026	0.986494
0.3027	0.980738
0.3028	0.974488
0.3029	0.967581
0.303	0.961496
0.3031	0.955411
0.3032	0.948011
0.3033	0.941268
0.3034	0.934854
0.3035	0.926795
0.3036	0.919395
0.3037	0.912652
0.3038	0.904429
0.3039	0.896699
0.304	0.889134
0.3041	0.880747
0.3042	0.872524
0.3043	0.86463
0.3044	0.855585
0.3045	0.846868
0.3046	0.838645
0.3047	0.829271
0.3048	0.82039
0.3049	0.811839
0.305	0.802464
0.3051	0.792432
0.3052	0.783716
0.3053	0.773849
0.3054	0.763652
0.3055	0.754113
0.3056	0.74441
0.3057	0.734049
0.3058	0.723524
0.3059	0.712999
0.306	0.701816
0.3061	0.691619
0.3062	0.6806
0.3063	0.669088
0.3064	0.658563
0.3065	0.647873
0.3066	0.636525
0.3067	0.625178
0.3068	0.614488
0.3069	0.602647
0.307	0.591299
0.3071	0.58028
0.3072	0.568439
0.3073	0.556763
0.3074	0.54558
0.3075	0.533574
0.3076	0.521733
0.3077	0.510221
0.3078	0.497722
0.3079	0.485223
0.308	0.473547
0.3081	0.460883
0.3082	0.447726
0.3083	0.435556
0.3084	0.423387
0.3085	0.410065
0.3086	0.397731
0.3087	0.385725
0.3088	0.37224
0.3089	0.359741
0.309	0.347571
0.3091	0.334579
0.3092	0.321751
0.3093	0.309252
0.3094	0.29626
0.3095	0.283432
0.3096	0.271098
0.3097	0.257447
0.3098	0.24462
0.3099	0.232121
0.31	0.218964
0.3101	0.206136
0.3102	0.192651
0.3103	0.179823
0.3104	0.165679
0.3105	0.152852
0.3106	0.139201
0.3107	0.125387
0.3108	0.111901
0.3109	0.0985801
0.311	0.0841077
0.3111	0.070951
0.3112	0.0574654
0.3113	0.0433219
0.3114	0.0296718
0.3115	0.0161862
0.3116	0.00204272
0.3117	-0.0109495
0.3118	-0.0249285
0.3119	-0.039072
0.312	-0.0527221
0.3121	-0.0653854
0.3122	-0.0796934
0.3123	-0.0935079
0.3124	-0.1065
0.3125	-0.120315
0.3126	-0.134294
0.3127	-0.147286
0.3128	-0.160772
0.3129	-0.174586
0.313	-0.187743
0.3131	-0.200571
0.3132	-0.214385
0.3133	-0.227213
0.3134	-0.240041
0.3135	-0.253527
0.3136	-0.265696
0.3137	-0.27836
0.3138	-0.292174
0.3139	-0.304509
0.314	-0.316679
0.3141	-0.330329
0.3142	-0.342334
0.3143	-0.354504
0.3144	-0.367825
0.3145	-0.38016
0.3146	-0.39233
0.3147	-0.405487
0.3148	-0.41815
0.3149	-0.429991
0.315	-0.442819
0.3151	-0.455482
0.3152	-0.467323
0.3153	-0.479658
0.3154	-0.492485
0.3155	-0.503833
0.3156	-0.515674
0.3157	-0.527515
0.3158	-0.538863
0.3159	-0.550539
0.316	-0.562545
0.3161	-0.573728
0.3162	-0.584254
0.3163	-0.596095
0.3164	-0.606784
0.3165	-0.617639
0.3166	-0.629151
0.3167	-0.640334
0.3168	-0.650531
0.3169	-0.662043
0.317	-0.672733
0.3171	-0.682271
0.3172	-0.693619
0.3173	-0.704309
0.3174	-0.713683
0.3175	-0.724537
0.3176	-0.73424
0.3177	-0.743285
0.3178	-0.753153
0.3179	-0.763021
0.318	-0.772066
0.3181	-0.781111
0.3182	-0.790814
0.3183	-0.799202
0.3184	-0.808247
0.3185	-0.817456
0.3186	-0.825515
0.3187	-0.834231
0.3188	-0.84229
0.3189	-0.850184
0.319	-0.857749
0.3191	-0.866301
0.3192	-0.873866
0.3193	-0.880444
0.3194	-0.888667
0.3195	-0.896068
0.3196	-0.902482
0.3197	-0.909718
0.3198	-0.916954
0.3199	-0.922381
0.32	-0.929782
0.3201	-0.936031
0.3202	-0.941459
0.3203	-0.947873
0.3204	-0.954286
0.3205	-0.959714
0.3206	-0.965141
0.3207	-0.97139
0.3208	-0.97616
0.3209	-0.981587
0.321	-0.986849
0.3211	-0.99129
0.3212	-0.996059
0.3213	-1.00116
0.3214	-1.00543
0.3215	-1.00971
0.3216	-1.01431
0.3217	-1.0181
0.3218	-1.02155
0.3219	-1.0255
0.322	-1.02895
0.3221	-1.03257
0.3222	-1.03569
0.3223	-1.03898
0.3224	-1.04096
0.3225	-1.04425
0.3226	-1.04704
0.3227	-1.04901
0.3228	-1.05181
0.3229	-1.05411
0.323	-1.05609
0.3231	-1.05822
0.3232	-1.06036
0.3233	-1.06168
0.3234	-1.06382
0.3235	-1.06612
0.3236	-1.06694
0.3237	-1.06842
0.3238	-1.07105
0.3239	-1.07171
0.324	-1.07303
0.3241	-1.07401
0.3242	-1.07253
0.3243	-1.07072
0.3244	-1.06941
0.3245	-1.06842
0.3246	-1.06595
0.3247	-1.06447
0.3248	-1.06299
0.3249	-1.06036
0.325	-1.05921
0.3251	-1.05724
0.3252	-1.05428
0.3253	-1.0523
0.3254	-1.05033
0.3255	-1.04737
0.3256	-1.04507
0.3257	-1.04309
0.3258	-1.03948
0.3259	-1.03652
0.326	-1.03388
0.3261	-1.0301
0.3262	-1.02648
0.3263	-1.02369
0.3264	-1.01958
0.3265	-1.01514
0.3266	-1.01135
0.3267	-1.00708
0.3268	-1.00198
0.3269	-0.997868
0.327	-0.993099
0.3271	-0.987672
0.3272	-0.983231
0.3273	-0.977804
0.3274	-0.972048
0.3275	-0.96695
0.3276	-0.961523
0.3277	-0.95478
0.3278	-0.949846
0.3279	-0.943926
0.328	-0.937018
0.3281	-0.930933
0.3282	-0.924684
0.3283	-0.918105
0.3284	-0.910705
0.3285	-0.90462
0.3286	-0.89689
0.3287	-0.889818
0.3288	-0.88324
0.3289	-0.875017
0.329	-0.866959
0.3291	-0.859722
0.3292	-0.851828
0.3293	-0.843441
0.3294	-0.835711
0.3295	-0.82716
0.3296	-0.818114
0.3297	-0.809891
0.3298	-0.801011
0.3299	-0.791801
0.33	-0.782756
0.3301	-0.774039
0.3302	-0.764007
0.3303	-0.755291
0.3304	-0.746081
0.3305	-0.735556
0.3306	-0.726017
0.3307	-0.716479
0.3308	-0.705789
0.3309	-0.695757
0.331	-0.68556
0.3311	-0.674377
0.3312	-0.663523
0.3313	-0.653326
0.3314	-0.641979
0.3315	-0.630631
0.3316	-0.62027
0.3317	-0.608758
0.3318	-0.59741
0.3319	-0.58672
0.332	-0.575373
0.3321	-0.563861
0.3322	-0.553006
0.3323	-0.541165
0.3324	-0.52916
0.3325	-0.517977
0.3326	-0.506464
0.3327	-0.493637
0.3328	-0.482289
0.3329	-0.470448
0.333	-0.456962
0.3331	-0.444792
0.3332	-0.432951
0.3333	-0.419959
0.3334	-0.407296
0.3335	-0.395784
0.3336	-0.382627
0.3337	-0.370128
0.3338	-0.357793
0.3339	-0.344637
0.334	-0.331645
0.3341	-0.319639
0.3342	-0.306811
0.3343	-0.29349
0.3344	-0.28132
0.3345	-0.268657
0.3346	-0.255171
0.3347	-0.243166
0.3348	-0.230009
0.3349	-0.216523
0.335	-0.203531
0.3351	-0.190703
0.3352	-0.17656
0.3353	-0.163732
0.3354	-0.15074
0.3355	-0.136925
0.3356	-0.123275
0.3357	-0.110283
0.3358	-0.0963037
0.3359	-0.0821603
0.336	-0.069168
0.3361	-0.0553535
0.3362	-0.04121
0.3363	-0.0283822
0.3364	-0.0140743
0.3365	-0.000259704
0.3366	0.012897
0.3367	0.0263826
0.3368	0.0410195
0.3369	0.0540117
0.337	0.0676618
0.3371	0.0814764
0.3372	0.0947976
0.3373	0.108448
0.3374	0.122756
0.3375	0.136077
0.3376	0.149562
0.3377	0.163377
0.3378	0.176205
0.3379	0.189526
0.338	0.203176
0.3381	0.216168
0.3382	0.228832
0.3383	0.242153
0.3384	0.255309
0.3385	0.267315
0.3386	0.280801
0.3387	0.293793
0.3388	0.305798
0.3389	0.31912
0.339	0.332112
0.3391	0.344775
0.3392	0.357603
0.3393	0.370431
0.3394	0.382272
0.3395	0.3951
0.3396	0.408256
0.3397	0.420591
0.3398	0.432761
0.3399	0.445753
0.34	0.458087
0.3401	0.470422
0.3402	0.483414
0.3403	0.495255
0.3404	0.507261
0.3405	0.519266
0.3406	0.531107
0.3407	0.542948
0.3408	0.554789
0.3409	0.566137
0.341	0.576991
0.3411	0.588668
0.3412	0.60018
0.3413	0.611199
0.3414	0.622711
0.3415	0.634058
0.3416	0.644584
0.3417	0.656096
0.3418	0.667279
0.3419	0.67764
0.342	0.688494
0.3421	0.699842
0.3422	0.710203
0.3423	0.720728
0.3424	0.731583
0.3425	0.741121
0.3426	0.751153
0.3427	0.761843
0.3428	0.771217
0.3429	0.780756
0.343	0.790459
0.3431	0.799833
0.3432	0.809207
0.3433	0.818088
0.3434	0.827298
0.3435	0.83585
0.3436	0.844895
0.3437	0.853776
0.3438	0.861834
0.3439	0.870386
0.344	0.878938
0.3441	0.886174
0.3442	0.894726
0.3443	0.902949
0.3444	0.909856
0.3445	0.917586
0.3446	0.925151
0.3447	0.932387
0.3448	0.93913
0.3449	0.946366
0.345	0.953109
0.3451	0.959523
0.3452	0.966266
0.3453	0.972679
0.3454	0.978436
0.3455	0.98452
0.3456	0.99077
0.3457	0.995704
0.3458	1.00212
0.3459	1.00738
0.346	1.01264
0.3461	1.01807
0.3462	1.02317
0.3463	1.02712
0.3464	1.03238
0.3465	1.03748
0.3466	1.04126
0.3467	1.04586
0.3468	1.0503
0.3469	1.05343
0.347	1.05754
0.3471	1.06149
0.3472	1.06445
0.3473	1.06741
0.3474	1.07103
0.3475	1.07366
0.3476	1.07645
0.3477	1.07925
0.3478	1.08188
0.3479	1.0832
0.348	1.08616
0.3481	1.08862
0.3482	1.08977
0.3483	1.09191
0.3484	1.09438
0.3485	1.09553
0.3486	1.09717
0.3487	1.09948
0.3488	1.10063
0.3489	1.10227
0.349	1.10425
0.3491	1.10408
0.3492	1.1031
0.3493	1.10178
0.3494	1.09981
0.3495	1.09833
0.3496	1.09701
0.3497	1.09487
0.3498	1.09306
0.3499	1.09125
0.35	1.08895
0.3501	1.08698
0.3502	1.08533
0.3503	1.0827
0.3504	1.07974
0.3505	1.07777
0.3506	1.0758
0.3507	1.07234
0.3508	1.06971
0.3509	1.06659
0.351	1.06264
0.3511	1.05951
0.3512	1.0559
0.3513	1.05162
0.3514	1.04784
0.3515	1.04389
0.3516	1.03863
0.3517	1.03468
0.3518	1.03057
0.3519	1.02465
0.352	1.02004
0.3521	1.01527
0.3522	1.00952
0.3523	1.00393
0.3524	0.998828
0.3525	0.992908
0.3526	0.986823
0.3527	0.981067
0.3528	0.974982
0.3529	0.968404
0.353	0.962319
0.3531	0.95574
0.3532	0.948668
0.3533	0.94209
0.3534	0.935183
0.3535	0.927453
0.3536	0.920217
0.3537	0.913145
0.3538	0.904593
0.3539	0.897357
0.354	0.890121
0.3541	0.880747
0.3542	0.873182
0.3543	0.865123
0.3544	0.856242
0.3545	0.847691
0.3546	0.839468
0.3547	0.830258
0.3548	0.821048
0.3549	0.812332
0.355	0.803122
0.3551	0.793419
0.3552	0.784374
0.3553	0.774506
0.3554	0.764639
0.3555	0.7551
0.3556	0.745068
0.3557	0.734707
0.3558	0.724675
0.3559	0.714314
0.356	0.702802
0.3561	0.692441
0.3562	0.681916
0.3563	0.66991
0.3564	0.659385
0.3565	0.648695
0.3566	0.636854
0.3567	0.625835
0.3568	0.615146
0.3569	0.603634
0.357	0.592286
0.3571	0.581267
0.3572	0.569262
0.3573	0.558078
0.3574	0.546895
0.3575	0.534725
0.3576	0.522555
0.3577	0.511208
0.3578	0.498873
0.3579	0.48621
0.358	0.474698
0.3581	0.462034
0.3582	0.448878
0.3583	0.436708
0.3584	0.424538
0.3585	0.411052
0.3586	0.398718
0.3587	0.386219
0.3588	0.373391
0.3589	0.361057
0.359	0.348229
0.3591	0.335072
0.3592	0.322573
0.3593	0.310074
0.3594	0.297082
0.3595	0.284419
0.3596	0.272249
0.3597	0.259092
0.3598	0.245935
0.3599	0.233108
0.36	0.219951
0.3601	0.206465
0.3602	0.193966
0.3603	0.180645
0.3604	0.166502
0.3605	0.154003
0.3606	0.140517
0.3607	0.126209
0.3608	0.113053
0.3609	0.0994024
0.361	0.0852589
0.3611	0.0717733
0.3612	0.0582877
0.3613	0.0441442
0.3614	0.0303297
0.3615	0.0175019
0.3616	0.00302947
0.3617	-0.0102917
0.3618	-0.0234484
0.3619	-0.0380853
0.362	-0.0514064
0.3621	-0.0643987
0.3622	-0.0788711
0.3623	-0.0923567
0.3624	-0.105678
0.3625	-0.119821
0.3626	-0.133307
0.3627	-0.14597
0.3628	-0.159949
0.3629	-0.173928
0.363	-0.186592
0.3631	-0.199913
0.3632	-0.213234
0.3633	-0.226226
0.3634	-0.239054
0.3635	-0.252375
0.3636	-0.264874
0.3637	-0.277538
0.3638	-0.291352
0.3639	-0.303686
0.364	-0.316021
0.3641	-0.329507
0.3642	-0.341841
0.3643	-0.353682
0.3644	-0.366839
0.3645	-0.379502
0.3646	-0.391508
0.3647	-0.404664
0.3648	-0.417163
0.3649	-0.429333
0.365	-0.441997
0.3651	-0.454331
0.3652	-0.466172
0.3653	-0.479329
0.3654	-0.491499
0.3655	-0.502846
0.3656	-0.514852
0.3657	-0.526693
0.3658	-0.537876
0.3659	-0.549882
0.366	-0.561065
0.3661	-0.572577
0.3662	-0.583596
0.3663	-0.594779
0.3664	-0.605962
0.3665	-0.616652
0.3666	-0.628657
0.3667	-0.639183
0.3668	-0.649708
0.3669	-0.661056
0.367	-0.671746
0.3671	-0.682107
0.3672	-0.692797
0.3673	-0.703322
0.3674	-0.712861
0.3675	-0.723879
0.3676	-0.733747
0.3677	-0.742792
0.3678	-0.752824
0.3679	-0.762692
0.368	-0.771079
0.3681	-0.780618
0.3682	-0.790321
0.3683	-0.798544
0.3684	-0.807424
0.3685	-0.81647
0.3686	-0.824693
0.3687	-0.832751
0.3688	-0.841796
0.3689	-0.849362
0.369	-0.856927
0.3691	-0.865807
0.3692	-0.872879
0.3693	-0.880115
0.3694	-0.888174
0.3695	-0.89541
0.3696	-0.901824
0.3697	-0.909554
0.3698	-0.915967
0.3699	-0.922381
0.37	-0.929289
0.3701	-0.935374
0.3702	-0.941294
0.3703	-0.947544
0.3704	-0.953629
0.3705	-0.959056
0.3706	-0.965141
0.3707	-0.970568
0.3708	-0.975502
0.3709	-0.980929
0.371	-0.986685
0.3711	-0.990961
0.3712	-0.99573
0.3713	-1.00099
0.3714	-1.00543
0.3715	-1.00922
0.3716	-1.01382
0.3717	-1.01777
0.3718	-1.02155
0.3719	-1.0255
0.372	-1.02912
0.3721	-1.03208
0.3722	-1.03569
0.3723	-1.03833
0.3724	-1.04096
0.3725	-1.04425
0.3726	-1.04671
0.3727	-1.04885
0.3728	-1.05148
0.3729	-1.05395
0.373	-1.05559
0.3731	-1.05822
0.3732	-1.0602
0.3733	-1.06168
0.3734	-1.06332
0.3735	-1.06579
0.3736	-1.06694
0.3737	-1.06859
0.3738	-1.07072
0.3739	-1.07155
0.374	-1.07303
0.3741	-1.07434
0.3742	-1.07253
0.3743	-1.07056
0.3744	-1.0699
0.3745	-1.06826
0.3746	-1.06579
0.3747	-1.0648
0.3748	-1.06299
0.3749	-1.06036
0.375	-1.05938
0.3751	-1.0574
0.3752	-1.05444
0.3753	-1.0528
0.3754	-1.05082
0.3755	-1.04737
0.3756	-1.0454
0.3757	-1.04326
0.3758	-1.03997
0.3759	-1.03684
0.376	-1.03421
0.3761	-1.0306
0.3762	-1.02714
0.3763	-1.02385
0.3764	-1.01925
0.3765	-1.01514
0.3766	-1.01201
0.3767	-1.00708
0.3768	-1.00247
0.3769	-0.998197
0.377	-0.993263
0.3771	-0.987836
0.3772	-0.983396
0.3773	-0.978133
0.3774	-0.972541
0.3775	-0.967114
0.3776	-0.961687
0.3777	-0.955602
0.3778	-0.949846
0.3779	-0.94409
0.378	-0.937512
0.3781	-0.931427
0.3782	-0.925342
0.3783	-0.91827
0.3784	-0.911692
0.3785	-0.905113
0.3786	-0.897713
0.3787	-0.890147
0.3788	-0.883569
0.3789	-0.875675
0.379	-0.867617
0.3791	-0.860545
0.3792	-0.852486
0.3793	-0.844263
0.3794	-0.836205
0.3795	-0.827488
0.3796	-0.818772
0.3797	-0.810549
0.3798	-0.801997
0.3799	-0.792459
0.38	-0.783907
0.3801	-0.774697
0.3802	-0.764994
0.3803	-0.755784
0.3804	-0.747068
0.3805	-0.736378
0.3806	-0.727004
0.3807	-0.716972
0.3808	-0.706447
0.3809	-0.696415
0.381	-0.685725
0.3811	-0.675199
0.3812	-0.664345
0.3813	-0.653655
0.3814	-0.642637
0.3815	-0.631618
0.3816	-0.621092
0.3817	-0.60958
0.3818	-0.598561
0.3819	-0.587872
0.382	-0.576195
0.3821	-0.564518
0.3822	-0.553993
0.3823	-0.542152
0.3824	-0.529982
0.3825	-0.51847
0.3826	-0.507122
0.3827	-0.494459
0.3828	-0.483111
0.3829	-0.47127
0.383	-0.458113
0.3831	-0.445944
0.3832	-0.433774
0.3833	-0.420617
0.3834	-0.408447
0.3835	-0.396277
0.3836	-0.383614
0.3837	-0.370786
0.3838	-0.358945
0.3839	-0.345624
0.384	-0.332796
0.3841	-0.320626
0.3842	-0.307634
0.3843	-0.295135
0.3844	-0.282636
0.3845	-0.26915
0.3846	-0.256158
0.3847	-0.243659
0.3848	-0.230831
0.3849	-0.21751
0.385	-0.204682
0.3851	-0.191361
0.3852	-0.177711
0.3853	-0.165048
0.3854	-0.152055
0.3855	-0.137747
0.3856	-0.124262
0.3857	-0.111269
0.3858	-0.0972905
0.3859	-0.0836404
0.386	-0.0699903
0.3861	-0.0561757
0.3862	-0.0425257
0.3863	-0.0293689
0.3864	-0.015061
0.3865	-0.001082
0.3866	0.0115813
0.3867	0.0255604
0.3868	0.0398683
0.3869	0.0528605
0.387	0.0666751
0.3871	0.0804896
0.3872	0.0938108
0.3873	0.107296
0.3874	0.121604
0.3875	0.135254
0.3876	0.148576
0.3877	0.16239
0.3878	0.175218
0.3879	0.188539
0.388	0.202518
0.3881	0.215182
0.3882	0.228009
0.3883	0.241002
0.3884	0.254158
0.3885	0.266657
0.3886	0.279978
0.3887	0.292971
0.3888	0.305305
0.3889	0.318297
0.389	0.331125
0.3891	0.343459
0.3892	0.356781
0.3893	0.36928
0.3894	0.381285
0.3895	0.394277
0.3896	0.40727
0.3897	0.419604
0.3898	0.431774
0.3899	0.444931
0.39	0.45743
0.3901	0.469599
0.3902	0.482098
0.3903	0.494268
0.3904	0.506438
0.3905	0.518608
0.3906	0.530449
0.3907	0.541633
0.3908	0.553967
0.3909	0.565479
0.391	0.576169
0.3911	0.588339
0.3912	0.599358
0.3913	0.610212
0.3914	0.621888
0.3915	0.633401
0.3916	0.643926
0.3917	0.654945
0.3918	0.666292
0.3919	0.676653
0.392	0.687672
0.3921	0.699184
0.3922	0.709545
0.3923	0.719906
0.3924	0.730596
0.3925	0.740792
0.3926	0.750824
0.3927	0.760856
0.3928	0.770724
0.3929	0.779934
0.393	0.789801
0.3931	0.799175
0.3932	0.808385
0.3933	0.817759
0.3934	0.826804
0.3935	0.835521
0.3936	0.844237
0.3937	0.853282
0.3938	0.861012
0.3939	0.869399
0.394	0.878116
0.3941	0.885681
0.3942	0.894233
0.3943	0.901798
0.3944	0.909034
0.3945	0.916928
0.3946	0.924657
0.3947	0.9314
0.3948	0.938636
0.3949	0.946037
0.395	0.952287
0.3951	0.959029
0.3952	0.965772
0.3953	0.971857
0.3954	0.978107
0.3955	0.98452
0.3956	0.990112
0.3957	0.995539
0.3958	1.00162
0.3959	1.00705
0.396	1.01215
0.3961	1.01758
0.3962	1.023
0.3963	1.02744
0.3964	1.03205
0.3965	1.03715
0.3966	1.04077
0.3967	1.04537
0.3968	1.04981
0.3969	1.05326
0.397	1.05721
0.3971	1.06099
0.3972	1.06412
0.3973	1.06741
0.3974	1.0707
0.3975	1.07333
0.3976	1.07612
0.3977	1.07892
0.3978	1.08106
0.3979	1.0832
0.398	1.08632
0.3981	1.08829
0.3982	1.08994
0.3983	1.09208
0.3984	1.09389
0.3985	1.0952
0.3986	1.09734
0.3987	1.09948
0.3988	1.10046
0.3989	1.10194
0.399	1.10375
0.3991	1.10425
0.3992	1.10326
0.3993	1.10211
0.3994	1.09997
0.3995	1.09849
0.3996	1.09717
0.3997	1.0952
0.3998	1.09323
0.3999	1.09175
