Time - Dev1/ai10	Amplitude - Dev1/ai10
0.1323	-0.537876
0.1324	-0.526364
0.1325	-0.514194
0.1326	-0.503011
0.1327	-0.490841
0.1328	-0.478342
0.1329	-0.466665
0.133	-0.453673
0.1331	-0.441503
0.1332	-0.429498
0.1333	-0.417163
0.1334	-0.404006
0.1335	-0.391837
0.1336	-0.379338
0.1337	-0.366181
0.1338	-0.353353
0.1339	-0.341019
0.134	-0.327862
0.1341	-0.315692
0.1342	-0.303193
0.1343	-0.290036
0.1344	-0.277209
0.1345	-0.265039
0.1346	-0.251717
0.1347	-0.238561
0.1348	-0.226226
0.1349	-0.212905
0.135	-0.19942
0.1351	-0.187085
0.1352	-0.173435
0.1353	-0.160278
0.1354	-0.146793
0.1355	-0.133143
0.1356	-0.119492
0.1357	-0.106007
0.1358	-0.0928501
0.1359	-0.0785422
0.136	-0.0655499
0.1361	-0.0514064
0.1362	-0.0375919
0.1363	-0.0239418
0.1364	-0.0106206
0.1365	0.00368731
0.1366	0.016844
0.1367	0.0303297
0.1368	0.0449665
0.1369	0.0582877
0.137	0.0717733
0.1371	0.0854234
0.1372	0.099238
0.1373	0.112724
0.1374	0.126209
0.1375	0.140517
0.1376	0.152687
0.1377	0.166831
0.1378	0.18081
0.1379	0.193308
0.138	0.206959
0.1381	0.219951
0.1382	0.23245
0.1383	0.245277
0.1384	0.258928
0.1385	0.271755
0.1386	0.283925
0.1387	0.297575
0.1388	0.310239
0.1389	0.322738
0.139	0.336059
0.1391	0.348558
0.1392	0.361057
0.1393	0.373555
0.1394	0.386054
0.1395	0.398718
0.1396	0.411874
0.1397	0.424373
0.1398	0.436379
0.1399	0.449042
0.14	0.462034
0.1401	0.473547
0.1402	0.486045
0.1403	0.498709
0.1404	0.510385
0.1405	0.52272
0.1406	0.534725
0.1407	0.545908
0.1408	0.557749
0.1409	0.569426
0.141	0.580445
0.1411	0.592121
0.1412	0.603305
0.1413	0.614488
0.1414	0.625671
0.1415	0.637512
0.1416	0.648366
0.1417	0.659056
0.1418	0.670239
0.1419	0.681258
0.142	0.691784
0.1421	0.702967
0.1422	0.713657
0.1423	0.723689
0.1424	0.734214
0.1425	0.744739
0.1426	0.753949
0.1427	0.764145
0.1428	0.774342
0.1429	0.783058
0.143	0.792926
0.1431	0.802793
0.1432	0.81151
0.1433	0.820884
0.1434	0.830094
0.1435	0.838481
0.1436	0.847033
0.1437	0.855914
0.1438	0.864301
0.1439	0.872688
0.144	0.880911
0.1441	0.88897
0.1442	0.896206
0.1443	0.904429
0.1444	0.912487
0.1445	0.919066
0.1446	0.92696
0.1447	0.93436
0.1448	0.940939
0.1449	0.948175
0.145	0.955247
0.1451	0.961003
0.1452	0.96791
0.1453	0.974488
0.1454	0.979916
0.1455	0.986001
0.1456	0.992086
0.1457	0.997513
0.1458	1.0031
0.1459	1.00919
0.146	1.01396
0.1461	1.01939
0.1462	1.02465
0.1463	1.02958
0.1464	1.03402
0.1465	1.03863
0.1466	1.04307
0.1467	1.04701
0.1468	1.05162
0.1469	1.05524
0.147	1.05869
0.1471	1.06247
0.1472	1.06593
0.1473	1.06823
0.1474	1.07152
0.1475	1.07481
0.1476	1.07678
0.1477	1.07991
0.1478	1.08221
0.1479	1.08402
0.148	1.08632
0.1481	1.08912
0.1482	1.09043
0.1483	1.09257
0.1484	1.09487
0.1485	1.09602
0.1486	1.09783
0.1487	1.09997
0.1488	1.10096
0.1489	1.10211
0.149	1.10441
0.1491	1.10392
0.1492	1.10244
0.1493	1.10112
0.1494	1.09981
0.1495	1.0975
0.1496	1.09652
0.1497	1.09454
0.1498	1.09224
0.1499	1.09076
0.15	1.08928
0.1501	1.08632
0.1502	1.08435
0.1503	1.08221
0.1504	1.07925
0.1505	1.07711
0.1506	1.07481
0.1507	1.0707
0.1508	1.06823
0.1509	1.06543
0.151	1.06165
0.1511	1.05836
0.1512	1.05491
0.1513	1.05096
0.1514	1.04652
0.1515	1.04274
0.1516	1.03813
0.1517	1.0332
0.1518	1.0286
0.1519	1.02383
0.152	1.01823
0.1521	1.01363
0.1522	1.00853
0.1523	1.00261
0.1524	0.997184
0.1525	0.991757
0.1526	0.985014
0.1527	0.979258
0.1528	0.973173
0.1529	0.966101
0.153	0.959687
0.1531	0.953602
0.1532	0.94653
0.1533	0.939788
0.1534	0.933209
0.1535	0.925644
0.1536	0.918244
0.1537	0.911336
0.1538	0.903113
0.1539	0.89489
0.154	0.887654
0.1541	0.879102
0.1542	0.870715
0.1543	0.862821
0.1544	0.854105
0.1545	0.845059
0.1546	0.836507
0.1547	0.827791
0.1548	0.818581
0.1549	0.809536
0.155	0.800655
0.1551	0.790623
0.1552	0.781414
0.1553	0.771875
0.1554	0.761514
0.1555	0.752304
0.1556	0.741944
0.1557	0.731583
0.1558	0.721057
0.1559	0.711025
0.156	0.699842
0.1561	0.688988
0.1562	0.678791
0.1563	0.667444
0.1564	0.655767
0.1565	0.645735
0.1566	0.633894
0.1567	0.622875
0.1568	0.612021
0.1569	0.60018
0.157	0.588832
0.1571	0.577649
0.1572	0.565808
0.1573	0.55446
0.1574	0.543113
0.1575	0.531436
0.1576	0.518773
0.1577	0.507425
0.1578	0.49542
0.1579	0.482263
0.158	0.470422
0.1581	0.458416
0.1582	0.44526
0.1583	0.432432
0.1584	0.420426
0.1585	0.407927
0.1586	0.394606
0.1587	0.382765
0.1588	0.369773
0.1589	0.35711
0.159	0.344775
0.1591	0.331947
0.1592	0.318955
0.1593	0.306456
0.1594	0.293464
0.1595	0.279978
0.1596	0.268137
0.1597	0.255145
0.1598	0.241824
0.1599	0.229161
0.16	0.216333
0.1601	0.202518
0.1602	0.190019
0.1603	0.176698
0.1604	0.162719
0.1605	0.149727
0.1606	0.13657
0.1607	0.122098
0.1608	0.108777
0.1609	0.0956199
0.161	0.0814764
0.1611	0.0679908
0.1612	0.054834
0.1613	0.0405261
0.1614	0.0267116
0.1615	0.0135548
0.1616	-0.000424163
0.1617	-0.0142387
0.1618	-0.0275599
0.1619	-0.0415389
0.162	-0.0553535
0.1621	-0.0685102
0.1622	-0.0823247
0.1623	-0.0961393
0.1624	-0.109954
0.1625	-0.122782
0.1626	-0.137583
0.1627	-0.150411
0.1628	-0.163403
0.1629	-0.177546
0.163	-0.190703
0.1631	-0.203531
0.1632	-0.217181
0.1633	-0.230173
0.1634	-0.242672
0.1635	-0.255993
0.1636	-0.268821
0.1637	-0.28132
0.1638	-0.294312
0.1639	-0.307469
0.164	-0.319639
0.1641	-0.332631
0.1642	-0.345459
0.1643	-0.357629
0.1644	-0.370457
0.1645	-0.383285
0.1646	-0.39529
0.1647	-0.407953
0.1648	-0.42111
0.1649	-0.433116
0.165	-0.445615
0.1651	-0.458442
0.1652	-0.470119
0.1653	-0.482618
0.1654	-0.494952
0.1655	-0.506629
0.1656	-0.518141
0.1657	-0.530475
0.1658	-0.541659
0.1659	-0.552677
0.166	-0.565012
0.1661	-0.576031
0.1662	-0.586556
0.1663	-0.598233
0.1664	-0.609251
0.1665	-0.619941
0.1666	-0.631289
0.1667	-0.642801
0.1668	-0.652504
0.1669	-0.664016
0.167	-0.675199
0.1671	-0.684902
0.1672	-0.695757
0.1673	-0.706447
0.1674	-0.71615
0.1675	-0.726511
0.1676	-0.736707
0.1677	-0.746081
0.1678	-0.755455
0.1679	-0.765159
0.168	-0.774204
0.1681	-0.78292
0.1682	-0.792788
0.1683	-0.801668
0.1684	-0.810056
0.1685	-0.819266
0.1686	-0.827488
0.1687	-0.835711
0.1688	-0.84377
0.1689	-0.851828
0.169	-0.859065
0.1691	-0.867617
0.1692	-0.875675
0.1693	-0.882253
0.1694	-0.889983
0.1695	-0.897548
0.1696	-0.903962
0.1697	-0.911034
0.1698	-0.91827
0.1699	-0.924519
0.17	-0.930933
0.1701	-0.937347
0.1702	-0.943103
0.1703	-0.949353
0.1704	-0.955931
0.1705	-0.961029
0.1706	-0.966292
0.1707	-0.972212
0.1708	-0.977311
0.1709	-0.982245
0.171	-0.987836
0.1711	-0.99277
0.1712	-0.997046
0.1713	-1.00214
0.1714	-1.00675
0.1715	-1.01037
0.1716	-1.01481
0.1717	-1.01908
0.1718	-1.02237
0.1719	-1.02648
0.172	-1.03027
0.1721	-1.03273
0.1722	-1.03619
0.1723	-1.03948
0.1724	-1.04211
0.1725	-1.04474
0.1726	-1.04786
0.1727	-1.04984
0.1728	-1.05198
0.1729	-1.05494
0.173	-1.05658
0.1731	-1.05872
0.1732	-1.06135
0.1733	-1.06283
0.1734	-1.06415
0.1735	-1.06628
0.1736	-1.0676
0.1737	-1.06908
0.1738	-1.07089
0.1739	-1.0722
0.174	-1.07352
0.1741	-1.07401
0.1742	-1.0722
0.1743	-1.07023
0.1744	-1.06891
0.1745	-1.0676
0.1746	-1.06546
0.1747	-1.06415
0.1748	-1.0625
0.1749	-1.06003
0.175	-1.05855
0.1751	-1.05674
0.1752	-1.05428
0.1753	-1.05198
0.1754	-1.05033
0.1755	-1.04753
0.1756	-1.04441
0.1757	-1.04227
0.1758	-1.03882
0.1759	-1.03602
0.176	-1.0329
0.1761	-1.02961
0.1762	-1.02583
0.1763	-1.02254
0.1764	-1.01892
0.1765	-1.01415
0.1766	-1.0102
0.1767	-1.00609
0.1768	-1.00099
0.1769	-0.996717
0.177	-0.991948
0.1771	-0.986685
0.1772	-0.981751
0.1773	-0.976982
0.1774	-0.971226
0.1775	-0.965634
0.1776	-0.960207
0.1777	-0.953958
0.1778	-0.948037
0.1779	-0.94261
0.178	-0.935867
0.1781	-0.929289
0.1782	-0.923862
0.1783	-0.916625
0.1784	-0.909389
0.1785	-0.90314
0.1786	-0.895903
0.1787	-0.888009
0.1788	-0.881267
0.1789	-0.87403
0.179	-0.865643
0.1791	-0.857913
0.1792	-0.850019
0.1793	-0.841468
0.1794	-0.833245
0.1795	-0.825186
0.1796	-0.816305
0.1797	-0.807753
0.1798	-0.79953
0.1799	-0.789827
0.18	-0.780947
0.1801	-0.772066
0.1802	-0.762856
0.1803	-0.752989
0.1804	-0.744108
0.1805	-0.733911
0.1806	-0.723715
0.1807	-0.714341
0.1808	-0.703651
0.1809	-0.693125
0.181	-0.682929
0.1811	-0.672075
0.1812	-0.661549
0.1813	-0.650531
0.1814	-0.640005
0.1815	-0.628164
0.1816	-0.617803
0.1817	-0.606949
0.1818	-0.594943
0.1819	-0.584254
0.182	-0.573399
0.1821	-0.561558
0.1822	-0.550539
0.1823	-0.538863
0.1824	-0.526857
0.1825	-0.51551
0.1826	-0.503669
0.1827	-0.491663
0.1828	-0.479329
0.1829	-0.467652
0.183	-0.454495
0.1831	-0.442161
0.1832	-0.430155
0.1833	-0.417821
0.1834	-0.404664
0.1835	-0.392659
0.1836	-0.379995
0.1837	-0.367168
0.1838	-0.354669
0.1839	-0.34217
0.184	-0.329178
0.1841	-0.316679
0.1842	-0.304015
0.1843	-0.290859
0.1844	-0.278524
0.1845	-0.265696
0.1846	-0.25254
0.1847	-0.239876
0.1848	-0.227378
0.1849	-0.213563
0.185	-0.200571
0.1851	-0.187578
0.1852	-0.174093
0.1853	-0.160772
0.1854	-0.148273
0.1855	-0.134458
0.1856	-0.120315
0.1857	-0.107322
0.1858	-0.0935079
0.1859	-0.0793645
0.186	-0.0665367
0.1861	-0.0522287
0.1862	-0.0384142
0.1863	-0.0252575
0.1864	-0.0114429
0.1865	0.0025361
0.1866	0.0160217
0.1867	0.0296718
0.1868	0.0439798
0.1869	0.0571365
0.187	0.0704576
0.1871	0.0842722
0.1872	0.0982512
0.1873	0.111572
0.1874	0.125387
0.1875	0.139366
0.1876	0.152029
0.1877	0.166008
0.1878	0.179658
0.1879	0.192322
0.188	0.205807
0.1881	0.218964
0.1882	0.231298
0.1883	0.24462
0.1884	0.258105
0.1885	0.270275
0.1886	0.283432
0.1887	0.296918
0.1888	0.308923
0.1889	0.321915
0.189	0.335237
0.1891	0.347242
0.1892	0.359905
0.1893	0.373227
0.1894	0.385561
0.1895	0.397895
0.1896	0.410559
0.1897	0.423222
0.1898	0.435392
0.1899	0.44822
0.19	0.460883
0.1901	0.473382
0.1902	0.485388
0.1903	0.498051
0.1904	0.509234
0.1905	0.521569
0.1906	0.533738
0.1907	0.545086
0.1908	0.556927
0.1909	0.568768
0.191	0.579787
0.1911	0.591135
0.1912	0.602482
0.1913	0.613501
0.1914	0.624684
0.1915	0.636525
0.1916	0.647215
0.1917	0.658398
0.1918	0.670075
0.1919	0.680271
0.192	0.691126
0.1921	0.701816
0.1922	0.712505
0.1923	0.722702
0.1924	0.733556
0.1925	0.743753
0.1926	0.75362
0.1927	0.763652
0.1928	0.773684
0.1929	0.7824
0.193	0.792268
0.1931	0.802135
0.1932	0.810358
0.1933	0.820062
0.1934	0.829271
0.1935	0.837988
0.1936	0.846539
0.1937	0.855256
0.1938	0.863808
0.1939	0.872195
0.194	0.880911
0.1941	0.888805
0.1942	0.896042
0.1943	0.904593
0.1944	0.911994
0.1945	0.918572
0.1946	0.926795
0.1947	0.934032
0.1948	0.940445
0.1949	0.947846
0.195	0.954589
0.1951	0.960838
0.1952	0.967581
0.1953	0.97416
0.1954	0.979422
0.1955	0.986001
0.1956	0.991921
0.1957	0.996855
0.1958	1.00294
0.1959	1.00886
0.196	1.01363
0.1961	1.01922
0.1962	1.02399
0.1963	1.02876
0.1964	1.03353
0.1965	1.0383
0.1966	1.04257
0.1967	1.04652
0.1968	1.05129
0.1969	1.05507
0.197	1.0582
0.1971	1.06182
0.1972	1.06543
0.1973	1.06774
0.1974	1.07135
0.1975	1.07448
0.1976	1.07662
0.1977	1.07941
0.1978	1.08204
0.1979	1.08402
0.198	1.08649
0.1981	1.08879
0.1982	1.08977
0.1983	1.09257
0.1984	1.09454
0.1985	1.09602
0.1986	1.0975
0.1987	1.09964
0.1988	1.10096
0.1989	1.1026
0.199	1.10441
0.1991	1.10458
0.1992	1.10293
0.1993	1.10145
0.1994	1.09981
0.1995	1.09783
0.1996	1.09685
0.1997	1.09454
0.1998	1.09257
0.1999	1.09109
0.2	1.08928
0.2001	1.08665
0.2002	1.08451
0.2003	1.08254
0.2004	1.07974
0.2005	1.07711
0.2006	1.07497
0.2007	1.07103
0.2008	1.06856
0.2009	1.06576
0.201	1.06165
0.2011	1.05853
0.2012	1.05507
0.2013	1.05096
0.2014	1.04685
0.2015	1.04274
0.2016	1.03846
0.2017	1.03353
0.2018	1.02925
0.2019	1.02432
0.202	1.01873
0.2021	1.01412
0.2022	1.00902
0.2023	1.00278
0.2024	0.997513
0.2025	0.991592
0.2026	0.985507
0.2027	0.979751
0.2028	0.974324
0.2029	0.966759
0.203	0.960674
0.2031	0.954424
0.2032	0.947024
0.2033	0.940445
0.2034	0.933374
0.2035	0.926466
0.2036	0.918737
0.2037	0.911665
0.2038	0.903607
0.2039	0.895548
0.204	0.888148
0.2041	0.87976
0.2042	0.871373
0.2043	0.863643
0.2044	0.854598
0.2045	0.845882
0.2046	0.83733
0.2047	0.828449
0.2048	0.819239
0.2049	0.810358
0.205	0.801478
0.2051	0.79161
0.2052	0.782071
0.2053	0.772533
0.2054	0.762007
0.2055	0.752633
0.2056	0.743424
0.2057	0.731747
0.2058	0.722044
0.2059	0.712012
0.206	0.7005
0.2061	0.68981
0.2062	0.679285
0.2063	0.668266
0.2064	0.657247
0.2065	0.646557
0.2066	0.634881
0.2067	0.623698
0.2068	0.613008
0.2069	0.601167
0.207	0.589655
0.2071	0.578307
0.2072	0.567124
0.2073	0.555118
0.2074	0.543606
0.2075	0.532258
0.2076	0.519924
0.2077	0.508412
0.2078	0.496077
0.2079	0.483414
0.208	0.471409
0.2081	0.459403
0.2082	0.446246
0.2083	0.433583
0.2084	0.421742
0.2085	0.408421
0.2086	0.395757
0.2087	0.383916
0.2088	0.370924
0.2089	0.358096
0.209	0.345597
0.2091	0.33277
0.2092	0.319942
0.2093	0.307607
0.2094	0.294615
0.2095	0.281458
0.2096	0.269289
0.2097	0.256132
0.2098	0.242811
0.2099	0.230476
0.21	0.217155
0.2101	0.203834
0.2102	0.190677
0.2103	0.17752
0.2104	0.163706
0.2105	0.150878
0.2106	0.137557
0.2107	0.123085
0.2108	0.109599
0.2109	0.0967711
0.211	0.0821342
0.2111	0.0688131
0.2112	0.0559853
0.2113	0.0418418
0.2114	0.0280272
0.2115	0.0147061
0.2116	0.000398131
0.2117	-0.0134164
0.2118	-0.0262442
0.2119	-0.0405521
0.212	-0.0542022
0.2121	-0.0675234
0.2122	-0.0815024
0.2123	-0.0951525
0.2124	-0.108309
0.2125	-0.122124
0.2126	-0.136267
0.2127	-0.149424
0.2128	-0.16291
0.2129	-0.176889
0.213	-0.189716
0.2131	-0.202709
0.2132	-0.216523
0.2133	-0.228858
0.2134	-0.242014
0.2135	-0.255007
0.2136	-0.26767
0.2137	-0.280169
0.2138	-0.293819
0.2139	-0.306153
0.214	-0.318159
0.2141	-0.331809
0.2142	-0.344308
0.2143	-0.356149
0.2144	-0.369306
0.2145	-0.382133
0.2146	-0.394303
0.2147	-0.406802
0.2148	-0.419466
0.2149	-0.4318
0.215	-0.444134
0.2151	-0.457456
0.2152	-0.469297
0.2153	-0.481467
0.2154	-0.493966
0.2155	-0.505642
0.2156	-0.517319
0.2157	-0.529489
0.2158	-0.540836
0.2159	-0.55202
0.216	-0.56419
0.2161	-0.575208
0.2162	-0.585734
0.2163	-0.597575
0.2164	-0.608922
0.2165	-0.619283
0.2166	-0.630631
0.2167	-0.641814
0.2168	-0.652011
0.2169	-0.663358
0.217	-0.674377
0.2171	-0.684245
0.2172	-0.695263
0.2173	-0.705295
0.2174	-0.715163
0.2175	-0.725359
0.2176	-0.735556
0.2177	-0.745259
0.2178	-0.754633
0.2179	-0.764501
0.218	-0.773546
0.2181	-0.782756
0.2182	-0.791965
0.2183	-0.801011
0.2184	-0.808905
0.2185	-0.818608
0.2186	-0.826666
0.2187	-0.835218
0.2188	-0.843277
0.2189	-0.851335
0.219	-0.858736
0.2191	-0.866959
0.2192	-0.874688
0.2193	-0.881431
0.2194	-0.889983
0.2195	-0.896726
0.2196	-0.90314
0.2197	-0.910869
0.2198	-0.917612
0.2199	-0.924026
0.22	-0.930604
0.2201	-0.936854
0.2202	-0.942774
0.2203	-0.948695
0.2204	-0.955109
0.2205	-0.960536
0.2206	-0.966128
0.2207	-0.972048
0.2208	-0.976982
0.2209	-0.981916
0.221	-0.987507
0.2211	-0.992441
0.2212	-0.996552
0.2213	-1.00165
0.2214	-1.00658
0.2215	-1.0102
0.2216	-1.01481
0.2217	-1.01908
0.2218	-1.02171
0.2219	-1.02632
0.222	-1.0301
0.2221	-1.0324
0.2222	-1.03586
0.2223	-1.03948
0.2224	-1.04161
0.2225	-1.04441
0.2226	-1.04753
0.2227	-1.04951
0.2228	-1.05198
0.2229	-1.05461
0.223	-1.05642
0.2231	-1.05855
0.2232	-1.06069
0.2233	-1.0625
0.2234	-1.06415
0.2235	-1.06612
0.2236	-1.06743
0.2237	-1.06891
0.2238	-1.07072
0.2239	-1.07204
0.224	-1.07303
0.2241	-1.07352
0.2242	-1.07237
0.2243	-1.07007
0.2244	-1.06941
0.2245	-1.06793
0.2246	-1.06513
0.2247	-1.06398
0.2248	-1.06267
0.2249	-1.06036
0.225	-1.05855
0.2251	-1.05691
0.2252	-1.05411
0.2253	-1.05214
0.2254	-1.04984
0.2255	-1.04753
0.2256	-1.04507
0.2257	-1.04277
0.2258	-1.03931
0.2259	-1.03586
0.226	-1.03339
0.2261	-1.02994
0.2262	-1.02599
0.2263	-1.02287
0.2264	-1.01875
0.2265	-1.01431
0.2266	-1.01053
0.2267	-1.00658
0.2268	-1.00116
0.2269	-0.996717
0.227	-0.992441
0.2271	-0.986685
0.2272	-0.982245
0.2273	-0.977146
0.2274	-0.97139
0.2275	-0.965799
0.2276	-0.9607
0.2277	-0.954451
0.2278	-0.948695
0.2279	-0.942939
0.228	-0.93636
0.2281	-0.929782
0.2282	-0.924355
0.2283	-0.917119
0.2284	-0.909554
0.2285	-0.903798
0.2286	-0.896561
0.2287	-0.888832
0.2288	-0.88176
0.2289	-0.87403
0.229	-0.865972
0.2291	-0.858571
0.2292	-0.850842
0.2293	-0.842125
0.2294	-0.834231
0.2295	-0.826173
0.2296	-0.817128
0.2297	-0.808411
0.2298	-0.799859
0.2299	-0.79065
0.23	-0.781933
0.2301	-0.772888
0.2302	-0.763021
0.2303	-0.753811
0.2304	-0.744437
0.2305	-0.734734
0.2306	-0.724537
0.2307	-0.715163
0.2308	-0.704802
0.2309	-0.693619
0.231	-0.683587
0.2311	-0.673061
0.2312	-0.662207
0.2313	-0.651682
0.2314	-0.640499
0.2315	-0.629151
0.2316	-0.618297
0.2317	-0.607442
0.2318	-0.59593
0.2319	-0.584911
0.232	-0.573728
0.2321	-0.56238
0.2322	-0.550868
0.2323	-0.539685
0.2324	-0.52768
0.2325	-0.516168
0.2326	-0.504491
0.2327	-0.492156
0.2328	-0.480315
0.2329	-0.468474
0.233	-0.455976
0.2331	-0.443148
0.2332	-0.431307
0.2333	-0.418643
0.2334	-0.405651
0.2335	-0.393646
0.2336	-0.380653
0.2337	-0.367497
0.2338	-0.355491
0.2339	-0.342828
0.234	-0.330164
0.2341	-0.317501
0.2342	-0.305167
0.2343	-0.291845
0.2344	-0.279347
0.2345	-0.266683
0.2346	-0.253362
0.2347	-0.240863
0.2348	-0.228364
0.2349	-0.214714
0.235	-0.201393
0.2351	-0.188894
0.2352	-0.17508
0.2353	-0.161923
0.2354	-0.148602
0.2355	-0.135116
0.2356	-0.121466
0.2357	-0.108474
0.2358	-0.0946591
0.2359	-0.0801868
0.236	-0.0675234
0.2361	-0.0535444
0.2362	-0.039072
0.2363	-0.0264087
0.2364	-0.0124297
0.2365	0.00187826
0.2366	0.015035
0.2367	0.0281917
0.2368	0.0428285
0.2369	0.0563142
0.237	0.0693064
0.2371	0.0837788
0.2372	0.0971
0.2373	0.110586
0.2374	0.124894
0.2375	0.137886
0.2376	0.151371
0.2377	0.16535
0.2378	0.178507
0.2379	0.191171
0.238	0.204656
0.2381	0.217813
0.2382	0.230312
0.2383	0.244126
0.2384	0.257119
0.2385	0.26896
0.2386	0.282939
0.2387	0.295766
0.2388	0.308265
0.2389	0.320929
0.239	0.333921
0.2391	0.34642
0.2392	0.359083
0.2393	0.371746
0.2394	0.38441
0.2395	0.396744
0.2396	0.410394
0.2397	0.422071
0.2398	0.434405
0.2399	0.447562
0.24	0.460061
0.2401	0.472066
0.2402	0.48473
0.2403	0.497229
0.2404	0.50907
0.2405	0.521075
0.2406	0.532916
0.2407	0.543935
0.2408	0.556105
0.2409	0.568439
0.241	0.578636
0.2411	0.590641
0.2412	0.601989
0.2413	0.612679
0.2414	0.623862
0.2415	0.635703
0.2416	0.646393
0.2417	0.657412
0.2418	0.668759
0.2419	0.679614
0.242	0.690139
0.2421	0.701322
0.2422	0.712012
0.2423	0.722373
0.2424	0.732734
0.2425	0.743095
0.2426	0.752633
0.2427	0.76283
0.2428	0.772862
0.2429	0.782071
0.243	0.791775
0.2431	0.801642
0.2432	0.809865
0.2433	0.819568
0.2434	0.828778
0.2435	0.837001
0.2436	0.846046
0.2437	0.854762
0.2438	0.86315
0.2439	0.871208
0.244	0.879925
0.2441	0.887654
0.2442	0.895548
0.2443	0.903442
0.2444	0.911336
0.2445	0.918737
0.2446	0.926466
0.2447	0.933209
0.2448	0.940445
0.2449	0.947353
0.245	0.954096
0.2451	0.960016
0.2452	0.966923
0.2453	0.973502
0.2454	0.979422
0.2455	0.985343
0.2456	0.991263
0.2457	0.99669
0.2458	1.00245
0.2459	1.0082
0.246	1.01297
0.2461	1.01856
0.2462	1.02383
0.2463	1.0281
0.2464	1.0332
0.2465	1.03863
0.2466	1.04225
0.2467	1.04603
0.2468	1.05047
0.2469	1.05442
0.247	1.05787
0.2471	1.06231
0.2472	1.06511
0.2473	1.06807
0.2474	1.07135
0.2475	1.07432
0.2476	1.07645
0.2477	1.07908
0.2478	1.08204
0.2479	1.08385
0.248	1.08616
0.2481	1.08879
0.2482	1.08994
0.2483	1.09191
0.2484	1.09454
0.2485	1.0952
0.2486	1.09783
0.2487	1.09931
0.2488	1.10046
0.2489	1.10211
0.249	1.10425
0.2491	1.10458
0.2492	1.10293
0.2493	1.10162
0.2494	1.09981
0.2495	1.09816
0.2496	1.09668
0.2497	1.09487
0.2498	1.09273
0.2499	1.09125
0.25	1.08928
0.2501	1.08665
0.2502	1.08484
0.2503	1.0827
0.2504	1.07974
0.2505	1.07744
0.2506	1.07514
0.2507	1.07135
0.2508	1.06872
0.2509	1.06593
0.251	1.06231
0.2511	1.05869
0.2512	1.05557
0.2513	1.05096
0.2514	1.04701
0.2515	1.0434
0.2516	1.03863
0.2517	1.03386
0.2518	1.02975
0.2519	1.02416
0.252	1.01922
0.2521	1.01445
0.2522	1.00919
0.2523	1.0031
0.2524	0.998171
0.2525	0.992415
0.2526	0.986165
0.2527	0.980409
0.2528	0.974324
0.2529	0.967252
0.253	0.961003
0.2531	0.954918
0.2532	0.947353
0.2533	0.94061
0.2534	0.934196
0.2535	0.926466
0.2536	0.919395
0.2537	0.912159
0.2538	0.903607
0.2539	0.896042
0.254	0.888641
0.2541	0.880089
0.2542	0.871537
0.2543	0.863808
0.2544	0.855091
0.2545	0.846704
0.2546	0.838316
0.2547	0.828942
0.2548	0.819733
0.2549	0.811016
0.255	0.801971
0.2551	0.791939
0.2552	0.782894
0.2553	0.773026
0.2554	0.763323
0.2555	0.753456
0.2556	0.743259
0.2557	0.732569
0.2558	0.722537
0.2559	0.712341
0.256	0.700829
0.2561	0.690303
0.2562	0.679942
0.2563	0.668595
0.2564	0.657741
0.2565	0.647215
0.2566	0.635703
0.2567	0.624355
0.2568	0.61383
0.2569	0.601989
0.257	0.590312
0.2571	0.579787
0.2572	0.567617
0.2573	0.55594
0.2574	0.544757
0.2575	0.533245
0.2576	0.520911
0.2577	0.509234
0.2578	0.497064
0.2579	0.484565
0.258	0.472231
0.2581	0.460061
0.2582	0.44674
0.2583	0.43457
0.2584	0.422564
0.2585	0.409243
0.2586	0.39658
0.2587	0.38441
0.2588	0.371746
0.2589	0.358919
0.259	0.346749
0.2591	0.333592
0.2592	0.320929
0.2593	0.30843
0.2594	0.295437
0.2595	0.282445
0.2596	0.270275
0.2597	0.256954
0.2598	0.243633
0.2599	0.231134
0.26	0.218471
0.2601	0.204985
0.2602	0.192157
0.2603	0.178507
0.2604	0.164857
0.2605	0.1517
0.2606	0.138544
0.2607	0.124236
0.2608	0.11075
0.2609	0.0972645
0.261	0.083121
0.2611	0.0697998
0.2612	0.0566431
0.2613	0.0424996
0.2614	0.0288495
0.2615	0.0156928
0.2616	0.00138489
0.2617	-0.0121007
0.2618	-0.0255864
0.2619	-0.0397299
0.262	-0.0533799
0.2621	-0.0667011
0.2622	-0.0808446
0.2623	-0.0944947
0.2624	-0.107487
0.2625	-0.12163
0.2626	-0.135281
0.2627	-0.148108
0.2628	-0.161758
0.2629	-0.175573
0.263	-0.18873
0.2631	-0.202051
0.2632	-0.215536
0.2633	-0.228035
0.2634	-0.241028
0.2635	-0.254513
0.2636	-0.267177
0.2637	-0.279511
0.2638	-0.292668
0.2639	-0.305496
0.264	-0.31783
0.2641	-0.330822
0.2642	-0.343979
0.2643	-0.355491
0.2644	-0.368483
0.2645	-0.381311
0.2646	-0.393317
0.2647	-0.406473
0.2648	-0.419137
0.2649	-0.431142
0.265	-0.443641
0.2651	-0.456469
0.2652	-0.468145
0.2653	-0.480644
0.2654	-0.492979
0.2655	-0.504491
0.2656	-0.516496
0.2657	-0.528995
0.2658	-0.540179
0.2659	-0.551197
0.266	-0.563367
0.2661	-0.574057
0.2662	-0.584911
0.2663	-0.596588
0.2664	-0.607936
0.2665	-0.618461
