Time	Amplitude
0.918	-0.922217
0.92	-0.946063
0.922	-0.90166
0.924	-0.806931
0.926	-0.659411
0.928	-0.468639
0.93	-0.247935
0.932	-0.0117718
0.934	0.2262
0.936	0.449535
0.938	0.647709
0.94	0.806576
0.942	0.915119
0.944	0.968897
0.946	0.956562
0.948	0.883872
0.95	0.758554
0.952	0.583898
0.954	0.375036
0.956	0.147424
0.958	-0.095317
0.96	-0.324573
0.962	-0.537218
0.964	-0.715821
0.966	-0.844428
0.968	-0.922381
0.97	-0.945899
0.972	-0.901988
0.974	-0.806438
0.976	-0.659411
0.978	-0.467817
0.98	-0.246948
0.982	-0.011114
0.984	0.227023
0.986	0.450687
0.988	0.648202
0.99	0.806905
0.992	0.915283
0.994	0.969226
0.996	0.956562
0.998	0.883707
1	0.757896
1.002	0.582912
1.004	0.37372
1.006	0.146767
1.008	-0.0954814
1.01	-0.325395
1.012	-0.537712
1.014	-0.71615
1.016	-0.844592
1.018	-0.922381
1.02	-0.94557
1.022	-0.901495
1.024	-0.805944
1.026	-0.658425
1.028	-0.466994
1.03	-0.246126
1.032	-0.0101272
1.034	0.22768
1.036	0.451509
1.038	0.64886
1.04	0.807563
1.042	0.915283
1.044	0.969061
1.046	0.956727
1.048	0.883378
1.05	0.757567
1.052	0.582254
1.054	0.373227
1.056	0.14578
1.058	-0.0961393
1.06	-0.326053
1.062	-0.538698
1.064	-0.716808
1.066	-0.845086
1.068	-0.922546
1.07	-0.945241
1.072	-0.901002
1.074	-0.80578
1.076	-0.658096
1.078	-0.466336
1.08	-0.245797
1.082	-0.00963386
1.084	0.228503
1.086	0.451673
1.088	0.649846
1.09	0.807892
1.092	0.915612
1.094	0.969555
1.096	0.956234
1.098	0.883049
1.1	0.757074
1.102	0.581432
1.104	0.372733
1.106	0.144958
1.108	-0.0972905
1.11	-0.327369
1.112	-0.539192
1.114	-0.716972
1.116	-0.846072
1.118	-0.92271
1.12	-0.945406
1.122	-0.901331
1.124	-0.804958
1.126	-0.657273
1.128	-0.466336
1.13	-0.245139
1.132	-0.00831819
1.134	0.229654
1.136	0.45266
1.138	0.65034
1.14	0.808549
1.142	0.915941
1.144	0.96939
1.146	0.956234
1.148	0.88272
1.15	0.75658
1.152	0.580774
1.154	0.371746
1.156	0.1443
1.158	-0.0974549
1.16	-0.327862
1.162	-0.539356
1.164	-0.717794
1.166	-0.845743
1.168	-0.922875
1.17	-0.945406
1.172	-0.900837
1.174	-0.804629
1.176	-0.657109
1.178	-0.464856
1.18	-0.244152
1.182	-0.00798928
1.184	0.230147
1.186	0.453154
1.188	0.650669
1.19	0.809043
1.192	0.91627
1.194	0.969555
1.196	0.955905
1.198	0.882391
1.2	0.755923
1.202	0.579787
1.204	0.371089
1.206	0.143477
1.208	-0.0987706
1.21	-0.328355
1.212	-0.540672
1.214	-0.718123
1.216	-0.845908
1.218	-0.923039
1.22	-0.94557
1.222	-0.901166
1.224	-0.803971
1.226	-0.656122
1.228	-0.464363
1.23	-0.243659
1.232	-0.0074959
1.234	0.231134
1.236	0.453976
1.238	0.651491
1.24	0.809207
1.242	0.91627
1.244	0.969555
1.246	0.955905
1.248	0.882063
1.25	0.755265
1.252	0.579129
1.254	0.370266
1.256	0.142326
1.258	-0.0990995
1.26	-0.329013
1.262	-0.541494
1.264	-0.718617
1.266	-0.84673
1.268	-0.923368
1.27	-0.945406
1.272	-0.900673
1.274	-0.803806
1.276	-0.655629
1.278	-0.463376
1.28	-0.242837
1.282	-0.00601577
1.284	0.231627
1.286	0.454798
1.288	0.652149
1.29	0.81003
1.292	0.916599
1.294	0.969719
1.296	0.956069
1.298	0.881734
1.3	0.754936
1.302	0.5788
1.304	0.369773
1.306	0.141668
1.308	-0.100251
1.31	-0.33
1.312	-0.541823
1.314	-0.718946
1.316	-0.847059
1.318	-0.923533
1.32	-0.945406
1.322	-0.900344
1.324	-0.802984
1.326	-0.655464
1.328	-0.462883
1.33	-0.242179
1.332	-0.00568685
1.334	0.232943
1.336	0.455456
1.338	0.652971
1.34	0.810358
1.342	0.916928
1.344	0.970048
1.346	0.955247
1.348	0.88124
1.35	0.754278
1.352	0.578307
1.354	0.369115
1.356	0.140846
1.358	-0.100744
1.36	-0.330493
1.362	-0.542316
1.364	-0.719932
1.366	-0.847552
1.368	-0.923533
1.37	-0.944748
1.372	-0.900015
1.374	-0.802655
1.376	-0.654806
1.378	-0.462061
1.38	-0.241028
1.382	-0.00453564
1.384	0.233601
1.386	0.455785
1.388	0.653794
1.39	0.811181
1.392	0.917257
1.394	0.970213
1.396	0.955247
1.398	0.880747
1.4	0.754113
1.402	0.57732
1.404	0.368622
1.406	0.140188
1.408	-0.101731
1.41	-0.33148
1.412	-0.542974
1.414	-0.719932
1.416	-0.84821
1.418	-0.923368
1.42	-0.945077
1.422	-0.899686
1.424	-0.801997
1.426	-0.65382
1.428	-0.461074
1.43	-0.240534
1.432	-0.00354888
1.434	0.234423
1.436	0.456443
1.438	0.654287
1.44	0.811345
1.442	0.91775
1.444	0.970541
1.446	0.954918
1.448	0.880582
1.45	0.75362
1.452	0.576827
1.454	0.367635
1.456	0.139201
1.458	-0.102389
1.46	-0.332302
1.462	-0.543632
1.464	-0.720097
1.466	-0.84821
1.468	-0.923533
1.47	-0.945241
1.472	-0.899522
1.474	-0.801668
1.476	-0.653655
1.478	-0.46058
1.48	-0.239876
1.482	-0.00305551
1.484	0.235246
1.486	0.457265
1.488	0.655109
1.49	0.811839
1.492	0.918079
1.494	0.970541
1.496	0.954918
1.498	0.880253
1.5	0.752962
1.502	0.576004
1.504	0.366977
1.506	0.138215
1.508	-0.103375
1.51	-0.33296
1.512	-0.544619
1.514	-0.721083
1.516	-0.848704
1.518	-0.923862
1.52	-0.944912
1.522	-0.899522
1.524	-0.801175
1.526	-0.653326
1.528	-0.459758
1.53	-0.239054
1.532	-0.00223321
1.534	0.235739
1.536	0.457923
1.538	0.655274
1.54	0.812167
1.542	0.918079
1.544	0.970541
1.546	0.95426
1.548	0.880253
1.55	0.752469
1.552	0.575511
1.554	0.366484
1.556	0.137557
1.558	-0.104362
1.56	-0.333782
1.562	-0.544783
1.564	-0.721248
1.566	-0.849526
1.568	-0.923697
1.57	-0.944748
1.572	-0.898864
1.574	-0.800517
1.576	-0.652504
1.578	-0.458936
1.58	-0.238561
1.582	-0.00124646
1.584	0.236726
1.586	0.458416
1.588	0.65626
1.59	0.812661
1.592	0.918408
1.594	0.970706
1.596	0.954096
1.598	0.879596
1.6	0.751647
1.602	0.575018
1.604	0.365333
1.606	0.136241
1.608	-0.105185
1.61	-0.334605
1.612	-0.546099
1.614	-0.722235
1.616	-0.849526
1.618	-0.923697
1.62	-0.944583
1.622	-0.898535
1.624	-0.800353
1.626	-0.652175
1.628	-0.458278
1.63	-0.237574
1.632	-0.000588622
1.634	0.237383
1.636	0.459074
1.638	0.656754
1.64	0.81299
1.642	0.918737
1.644	0.970541
1.646	0.95426
1.648	0.879596
1.65	0.751153
1.652	0.57436
1.654	0.364675
1.656	0.135419
1.658	-0.105513
1.66	-0.335592
1.662	-0.546264
1.664	-0.722564
1.666	-0.849855
1.668	-0.923697
1.67	-0.944583
1.672	-0.89837
1.674	-0.800024
1.676	-0.651517
1.678	-0.457456
1.68	-0.236752
1.682	0.000233672
1.684	0.238206
1.686	0.459896
1.688	0.657247
1.69	0.813154
1.692	0.918901
1.694	0.970377
1.696	0.953767
1.698	0.879431
1.7	0.750495
1.702	0.573702
1.704	0.363852
1.706	0.134761
1.708	-0.106665
1.71	-0.336249
1.712	-0.546757
1.714	-0.723057
1.716	-0.850513
1.718	-0.92419
1.72	-0.944583
1.722	-0.89837
1.724	-0.79953
1.726	-0.651024
1.728	-0.456798
1.73	-0.236258
1.732	0.00105597
1.734	0.239028
1.736	0.46039
1.738	0.657905
1.74	0.813648
1.742	0.91923
1.744	0.971035
1.746	0.953767
1.748	0.879102
1.75	0.750331
1.752	0.573044
1.754	0.363195
1.756	0.134103
1.758	-0.106994
1.76	-0.337236
1.762	-0.547415
1.764	-0.723386
1.766	-0.850348
1.768	-0.924355
1.77	-0.944583
1.772	-0.898041
1.774	-0.799366
1.776	-0.650202
1.778	-0.456304
1.78	-0.235107
1.782	0.00187826
1.784	0.239686
1.786	0.461705
1.788	0.659056
1.79	0.814141
1.792	0.91923
1.794	0.971035
1.796	0.954096
1.798	0.878938
1.8	0.749344
1.802	0.572386
1.804	0.362372
1.806	0.133281
1.808	-0.107816
1.81	-0.337894
1.812	-0.548073
1.814	-0.724373
1.816	-0.850677
1.818	-0.924519
1.82	-0.944583
1.822	-0.897548
1.824	-0.799202
1.826	-0.649544
1.828	-0.455647
1.83	-0.234614
1.832	0.00302947
1.834	0.240344
1.836	0.462528
1.838	0.659385
1.84	0.814634
1.842	0.920053
1.844	0.971199
1.846	0.953438
1.848	0.87828
1.85	0.749015
1.852	0.571728
1.854	0.361386
1.856	0.132788
1.858	-0.108638
1.86	-0.338552
1.862	-0.548566
1.864	-0.724702
1.866	-0.851171
1.868	-0.924355
1.87	-0.944748
1.872	-0.897384
1.874	-0.798544
1.876	-0.649379
1.878	-0.45466
1.88	-0.233956
1.882	0.00368731
1.884	0.241002
1.886	0.463186
1.888	0.660043
1.89	0.814963
1.892	0.920217
1.894	0.971528
1.896	0.953273
1.898	0.877787
1.9	0.748193
1.902	0.570906
1.904	0.361221
1.906	0.131636
1.908	-0.10946
1.91	-0.339703
1.912	-0.549388
1.914	-0.724866
1.916	-0.851335
1.918	-0.924848
1.92	-0.944583
1.922	-0.89689
1.924	-0.79805
1.926	-0.648228
1.928	-0.453673
1.93	-0.233134
1.932	0.00450961
1.934	0.241659
1.936	0.463843
1.938	0.660372
1.94	0.814963
1.942	0.920217
1.944	0.971857
1.946	0.953109
1.948	0.877458
1.95	0.747535
1.952	0.570413
1.954	0.36007
1.956	0.131143
1.958	-0.110447
1.96	-0.340196
1.962	-0.549882
1.964	-0.725524
1.966	-0.851664
1.968	-0.924848
1.97	-0.944583
1.972	-0.89689
1.974	-0.797721
1.976	-0.648064
1.978	-0.453344
1.98	-0.232476
1.982	0.00516744
1.984	0.242811
1.986	0.464337
1.988	0.661523
1.99	0.815457
1.992	0.92071
1.994	0.971364
1.996	0.953438
1.998	0.877458
2	0.747206
2.002	0.569755
2.004	0.359412
2.006	0.130156
2.008	-0.110776
2.01	-0.341348
2.012	-0.550704
2.014	-0.726511
2.016	-0.852157
2.018	-0.924684
2.02	-0.944748
2.022	-0.896726
2.024	-0.797392
2.026	-0.647077
2.028	-0.452522
2.03	-0.231982
2.032	0.00631865
2.034	0.24314
2.036	0.465159
2.038	0.661688
2.04	0.815621
2.042	0.921039
2.044	0.971364
2.046	0.953273
2.048	0.877293
2.05	0.746713
2.052	0.569262
2.054	0.35859
2.056	0.129334
2.058	-0.111927
2.06	-0.342005
2.062	-0.551033
2.064	-0.72684
2.066	-0.852157
2.068	-0.925342
2.07	-0.944254
2.072	-0.896232
2.074	-0.797064
2.076	-0.646748
2.078	-0.452029
2.08	-0.23116
2.082	0.00648311
2.084	0.243468
2.086	0.465817
2.088	0.662181
2.09	0.816772
2.092	0.921039
2.094	0.971693
2.096	0.952944
2.098	0.8768
2.1	0.746548
2.102	0.568768
2.104	0.357932
2.106	0.128841
2.108	-0.112585
2.11	-0.342663
2.112	-0.551855
2.114	-0.727333
2.116	-0.852322
2.118	-0.925342
2.12	-0.944254
2.122	-0.895903
2.124	-0.796735
2.126	-0.646584
2.128	-0.451535
2.13	-0.230338
2.132	0.00779878
2.134	0.24462
2.136	0.466475
2.138	0.663003
2.14	0.816608
2.142	0.922026
2.144	0.971035
2.146	0.95278
2.148	0.876142
2.15	0.746055
2.152	0.56811
2.154	0.35711
2.156	0.128183
2.158	-0.113572
2.16	-0.342992
2.162	-0.551691
2.164	-0.727826
2.166	-0.852815
2.168	-0.925671
2.17	-0.94409
2.172	-0.895739
2.174	-0.796241
2.176	-0.645761
2.178	-0.451206
2.18	-0.22968
2.182	0.00878554
2.184	0.245442
2.186	0.466968
2.188	0.663332
2.19	0.817266
2.192	0.921533
2.194	0.971528
2.196	0.952615
2.198	0.876306
2.2	0.745726
2.202	0.567617
2.204	0.356123
2.206	0.127196
2.208	-0.114559
2.21	-0.34365
2.212	-0.553171
2.214	-0.728649
2.216	-0.853144
2.218	-0.925835
2.22	-0.94409
2.222	-0.895739
2.224	-0.796077
2.226	-0.645103
2.228	-0.449891
2.23	-0.228693
2.232	0.00960783
2.234	0.245771
2.236	0.467626
2.238	0.663826
2.24	0.817595
2.242	0.922191
2.244	0.971528
2.246	0.952287
2.248	0.875484
2.25	0.745068
2.252	0.567124
2.254	0.355301
2.256	0.126703
2.258	-0.114723
2.26	-0.344472
2.262	-0.553829
2.264	-0.728813
2.266	-0.853309
2.268	-0.926164
2.27	-0.944254
2.272	-0.895081
2.274	-0.795748
2.276	-0.644117
2.278	-0.449891
2.28	-0.228529
2.282	0.0104301
2.284	0.246429
2.286	0.468448
2.288	0.664648
2.29	0.818088
2.292	0.922355
2.294	0.971199
2.296	0.952287
2.298	0.874991
2.3	0.744575
2.302	0.56663
2.304	0.354314
2.306	0.126045
2.308	-0.11571
2.31	-0.34513
2.312	-0.554158
2.314	-0.7298
2.316	-0.853637
2.318	-0.925835
2.32	-0.943926
2.322	-0.895246
2.324	-0.79509
2.326	-0.643952
2.328	-0.448739
2.33	-0.227213
2.332	0.0109235
2.334	0.247251
2.336	0.469106
2.338	0.664812
2.34	0.818746
2.342	0.922355
2.344	0.971199
2.346	0.952287
2.348	0.874662
2.35	0.743917
2.352	0.566137
2.354	0.353491
2.356	0.125551
2.358	-0.116697
2.36	-0.345952
2.362	-0.554815
2.364	-0.730293
2.366	-0.853802
2.368	-0.926328
2.37	-0.943268
2.372	-0.894423
2.374	-0.794597
2.376	-0.642637
2.378	-0.448081
2.38	-0.226391
2.382	0.0120747
2.384	0.248073
2.386	0.469764
2.388	0.66547
2.39	0.819239
2.392	0.923177
2.394	0.971364
2.396	0.952122
2.398	0.874497
2.4	0.743588
2.402	0.564821
2.404	0.352998
2.406	0.1244
2.408	-0.117519
2.41	-0.34661
2.412	-0.555638
2.414	-0.730458
2.416	-0.853966
2.418	-0.926822
2.42	-0.943268
2.422	-0.894588
2.424	-0.794597
2.426	-0.642472
2.428	-0.447588
2.43	-0.225733
2.432	0.0127326
2.434	0.248896
2.436	0.470751
2.438	0.665963
2.44	0.819733
2.442	0.923177
2.444	0.972186
2.446	0.952451
2.448	0.874333
2.45	0.74293
2.452	0.564328
2.454	0.35234
2.456	0.124071
2.458	-0.118341
2.46	-0.347433
2.462	-0.556131
2.464	-0.731115
2.466	-0.854131
2.468	-0.926657
2.47	-0.943432
2.472	-0.894259
2.474	-0.793939
2.476	-0.641979
2.478	-0.447095
2.48	-0.22524
2.482	0.0135548
2.484	0.249389
2.486	0.471573
2.488	0.666292
2.49	0.819733
2.492	0.923177
2.494	0.971857
2.496	0.952122
2.498	0.873511
2.5	0.742766
2.502	0.56367
2.504	0.351682
2.506	0.123413
2.508	-0.119328
2.51	-0.34809
2.512	-0.556789
2.514	-0.731444
2.516	-0.854295
2.518	-0.926986
2.52	-0.943103
2.522	-0.894094
2.524	-0.793774
2.526	-0.641321
2.528	-0.446601
2.53	-0.224088
2.532	0.0140482
2.534	0.25054
2.536	0.472231
2.538	0.666786
2.54	0.820555
2.542	0.923671
2.544	0.972022
2.546	0.951793
2.548	0.873017
2.55	0.741944
2.552	0.563341
2.554	0.351354
2.556	0.122427
2.558	-0.119821
2.56	-0.348913
2.562	-0.557282
2.564	-0.731609
2.566	-0.855118
2.568	-0.927315
2.57	-0.943103
2.572	-0.893766
2.574	-0.792952
2.576	-0.640663
2.578	-0.445944
2.58	-0.223595
2.582	0.0147061
2.584	0.25054
2.586	0.472724
2.588	0.667444
2.59	0.820719
2.592	0.923835
2.594	0.972022
2.596	0.951958
2.598	0.872688
2.6	0.74145
2.602	0.562354
2.604	0.350531
2.606	0.121604
2.608	-0.120644
2.61	-0.349406
2.612	-0.55794
2.614	-0.732431
2.616	-0.855282
2.618	-0.927151
2.62	-0.943103
2.622	-0.893601
2.624	-0.792952
2.626	-0.640334
2.628	-0.445121
2.63	-0.222608
2.632	0.0153639
2.634	0.251856
2.636	0.473711
2.638	0.667937
2.64	0.820884
2.642	0.924
2.644	0.972351
2.646	0.951629
2.648	0.872031
2.65	0.741286
2.652	0.562025
2.654	0.349873
2.656	0.120618
2.658	-0.121959
2.66	-0.349735
2.662	-0.558927
2.664	-0.732925
2.666	-0.855611
2.668	-0.927973
2.67	-0.942939
2.672	-0.893437
2.674	-0.79213
2.676	-0.639841
2.678	-0.444463
2.68	-0.222115
2.682	0.0160217
2.684	0.252349
2.686	0.474369
2.688	0.668101
2.69	0.822035
2.692	0.924328
2.694	0.972351
2.696	0.951135
2.698	0.871866
2.7	0.740792
2.702	0.561039
2.704	0.349051
2.706	0.11996
2.708	-0.122617
2.71	-0.350722
2.712	-0.559256
2.714	-0.732925
2.716	-0.85594
2.718	-0.927644
2.72	-0.942774
2.722	-0.893437
2.724	-0.79213
2.726	-0.639512
2.728	-0.443477
2.73	-0.221128
2.732	0.0166796
2.734	0.2535
2.736	0.474862
2.738	0.669253
2.74	0.822199
2.742	0.924657
2.744	0.972844
2.746	0.9513
2.748	0.871702
2.75	0.740299
2.752	0.560545
2.754	0.348229
2.756	0.119302
2.758	-0.123275
2.76	-0.351215
2.762	-0.560078
2.764	-0.733582
2.766	-0.85594
2.768	-0.927809
2.77	-0.942445
2.772	-0.893272
2.774	-0.791307
2.776	-0.638361
2.778	-0.443148
2.78	-0.220306
2.782	0.0179952
2.784	0.253994
2.786	0.47552
2.788	0.670075
2.79	0.822857
2.792	0.924822
2.794	0.972844
2.796	0.9513
2.798	0.871537
2.8	0.73997
2.802	0.559723
2.804	0.347571
2.806	0.118644
2.808	-0.123933
2.81	-0.351544
2.812	-0.560736
2.814	-0.733911
2.816	-0.856598
2.818	-0.927809
2.82	-0.942281
2.822	-0.892779
2.824	-0.791143
2.826	-0.638196
2.828	-0.442161
2.83	-0.219648
2.832	0.0181597
2.834	0.254487
2.836	0.476178
2.838	0.670404
2.84	0.823186
2.842	0.924657
2.844	0.972679
2.846	0.950806
2.848	0.871044
2.85	0.739477
2.852	0.558901
2.854	0.347242
2.856	0.117822
2.858	-0.124426
2.86	-0.352037
2.862	-0.561558
2.864	-0.734569
2.866	-0.856927
2.868	-0.928137
2.87	-0.942116
2.872	-0.892779
2.874	-0.79065
2.876	-0.637538
2.878	-0.441832
2.88	-0.218661
2.882	0.018982
2.884	0.255309
2.886	0.476836
2.888	0.670897
2.89	0.823844
2.892	0.924493
2.894	0.972679
2.896	0.950642
2.898	0.870715
2.9	0.739148
2.902	0.558243
2.904	0.346584
2.906	0.117164
2.908	-0.125084
2.91	-0.353024
2.912	-0.56238
2.914	-0.734734
2.916	-0.857256
2.918	-0.927973
2.92	-0.942116
2.922	-0.89245
2.924	-0.790156
2.926	-0.637209
