Time	Amplitude
2.928	-0.440845
2.93	-0.218003
2.932	0.0198043
2.934	0.256296
2.936	0.477494
2.938	0.671391
2.94	0.823515
2.942	0.924986
2.944	0.972679
2.946	0.950806
2.948	0.870221
2.95	0.738654
2.952	0.557421
2.954	0.345762
2.956	0.115684
2.958	-0.126071
2.96	-0.353682
2.962	-0.562709
2.964	-0.735391
2.966	-0.857749
2.968	-0.928466
2.97	-0.941788
2.972	-0.892614
2.974	-0.789992
2.976	-0.63688
2.978	-0.440516
2.98	-0.21751
2.982	0.0201332
2.984	0.25679
2.986	0.477822
2.988	0.671884
2.99	0.824009
2.992	0.924986
2.994	0.973337
2.996	0.950477
2.998	0.870221
3	0.737996
3.002	0.556927
3.004	0.345433
3.006	0.115519
3.008	-0.126893
3.01	-0.354504
3.012	-0.563367
3.014	-0.73572
3.016	-0.857913
3.018	-0.927973
3.02	-0.941788
3.022	-0.892614
3.024	-0.78917
3.026	-0.636223
3.028	-0.43953
3.03	-0.216852
3.032	0.0209555
3.034	0.257612
3.036	0.47848
3.038	0.672377
3.04	0.824666
3.042	0.925315
3.044	0.973008
3.046	0.949984
3.048	0.869399
3.05	0.737503
3.052	0.556434
3.054	0.344446
3.056	0.114368
3.058	-0.127386
3.06	-0.355327
3.062	-0.564518
3.064	-0.736049
3.066	-0.858407
3.068	-0.92896
3.07	-0.942116
3.072	-0.892285
3.074	-0.788841
3.076	-0.6354
3.078	-0.438872
3.08	-0.216194
3.082	0.0216133
3.084	0.258434
3.086	0.478974
3.088	0.672706
3.09	0.824995
3.092	0.925644
3.094	0.973502
3.096	0.949984
3.098	0.869564
3.1	0.73701
3.102	0.555283
3.104	0.343624
3.106	0.113875
3.108	-0.128373
3.11	-0.35582
3.112	-0.564847
3.114	-0.736378
3.116	-0.858571
3.118	-0.928302
3.12	-0.941788
3.122	-0.891628
3.124	-0.788347
3.126	-0.634578
3.128	-0.438378
3.13	-0.215372
3.132	0.0227645
3.134	0.25975
3.136	0.479796
3.138	0.673693
3.14	0.825489
3.142	0.925973
3.144	0.973666
3.146	0.949655
3.148	0.868906
3.15	0.736516
3.152	0.555283
3.154	0.343131
3.156	0.112724
3.158	-0.129031
3.16	-0.356642
3.162	-0.565505
3.164	-0.737036
3.166	-0.8589
3.168	-0.928466
3.17	-0.941788
3.172	-0.891463
3.174	-0.787525
3.176	-0.634414
3.178	-0.437227
3.18	-0.214714
3.182	0.0235868
3.184	0.260243
3.186	0.480289
3.188	0.674351
3.19	0.826146
3.192	0.926631
3.194	0.973666
3.196	0.94982
3.198	0.868577
3.2	0.736023
3.202	0.55446
3.204	0.342473
3.206	0.111901
3.208	-0.129524
3.21	-0.357465
3.212	-0.565834
3.214	-0.7372
3.216	-0.859722
3.218	-0.928795
3.22	-0.942116
3.222	-0.891299
3.224	-0.786867
3.226	-0.633427
3.228	-0.436569
3.23	-0.213892
3.232	0.0242447
3.234	0.261066
3.236	0.480783
3.238	0.674844
3.24	0.826311
3.242	0.926302
3.244	0.973831
3.246	0.949326
3.248	0.868412
3.25	0.735201
3.252	0.553474
3.254	0.341815
3.256	0.111243
3.258	-0.130018
3.26	-0.358287
3.262	-0.566656
3.264	-0.737858
3.266	-0.859887
3.268	-0.928631
3.27	-0.941623
3.272	-0.890805
3.274	-0.787032
3.276	-0.633427
3.278	-0.435912
3.28	-0.213234
3.282	0.0252314
3.284	0.26123
3.286	0.481769
3.288	0.675667
3.29	0.826804
3.292	0.926795
3.294	0.97416
3.296	0.948997
3.298	0.868084
3.3	0.734707
3.302	0.55298
3.304	0.340993
3.306	0.110421
3.308	-0.131169
3.31	-0.359109
3.312	-0.56715
3.314	-0.738352
3.316	-0.86038
3.318	-0.929124
3.32	-0.941459
3.322	-0.890476
3.324	-0.786374
3.326	-0.632769
3.328	-0.435089
3.33	-0.212412
3.332	0.0258893
3.334	0.262381
3.336	0.481934
3.338	0.675667
3.34	0.827462
3.342	0.927124
3.344	0.973995
3.346	0.948668
3.348	0.867755
3.35	0.734214
3.352	0.552651
3.354	0.340335
3.356	0.109105
3.358	-0.132156
3.36	-0.359931
3.362	-0.567972
3.364	-0.738845
3.366	-0.860709
3.368	-0.929289
3.37	-0.941459
3.372	-0.890476
3.374	-0.786374
3.376	-0.632276
3.378	-0.43476
3.38	-0.211754
3.382	0.0270405
3.384	0.263039
3.386	0.482756
3.388	0.676818
3.39	0.827627
3.392	0.927289
3.394	0.973831
3.396	0.948011
3.398	0.86759
3.4	0.733885
3.402	0.552158
3.404	0.339512
3.406	0.108612
3.408	-0.132649
3.41	-0.360425
3.412	-0.568465
3.414	-0.739667
3.416	-0.860874
3.418	-0.929124
3.42	-0.941788
3.422	-0.889983
3.424	-0.786045
3.426	-0.631618
3.428	-0.433938
3.43	-0.211096
3.432	0.0275339
3.434	0.263532
3.436	0.483743
3.438	0.677476
3.44	0.827956
3.442	0.927618
3.444	0.97416
3.446	0.948011
3.448	0.867261
3.45	0.732898
3.452	0.551007
3.454	0.339184
3.456	0.108119
3.458	-0.133636
3.46	-0.361576
3.462	-0.568794
3.464	-0.739503
3.466	-0.861038
3.468	-0.92896
3.47	-0.941459
3.472	-0.889983
3.474	-0.785551
3.476	-0.63096
3.478	-0.432951
3.48	-0.210109
3.482	0.0280272
3.484	0.264026
3.486	0.484236
3.488	0.677969
3.49	0.827956
3.492	0.927618
3.494	0.974488
3.496	0.948504
3.498	0.867097
3.5	0.73224
3.502	0.550678
3.504	0.337868
3.506	0.107296
3.508	-0.134129
3.51	-0.362069
3.512	-0.569123
3.514	-0.74049
3.516	-0.861367
3.518	-0.929124
3.52	-0.941623
3.522	-0.889161
3.524	-0.784894
3.526	-0.630302
3.528	-0.431965
3.53	-0.209616
3.532	0.0291784
3.534	0.265341
3.536	0.48473
3.538	0.678791
3.54	0.828284
3.542	0.928111
3.544	0.974488
3.546	0.948504
3.548	0.866603
3.55	0.731912
3.552	0.55002
3.554	0.336881
3.556	0.106474
3.558	-0.134623
3.56	-0.363221
3.562	-0.570439
3.564	-0.740819
3.566	-0.861696
3.568	-0.929453
3.57	-0.941294
3.572	-0.889325
3.574	-0.784565
3.576	-0.629644
3.578	-0.431307
3.58	-0.208794
3.582	0.0301652
3.584	0.26567
3.586	0.485552
3.588	0.67912
3.59	0.828778
3.592	0.92844
3.594	0.974324
3.596	0.948011
3.598	0.866439
3.6	0.731583
3.602	0.549855
3.604	0.336552
3.606	0.105487
3.608	-0.135609
3.61	-0.363714
3.612	-0.570603
3.614	-0.741476
3.616	-0.862025
3.618	-0.929453
3.62	-0.941459
3.622	-0.888996
3.624	-0.784236
3.626	-0.628822
3.628	-0.430813
3.63	-0.208465
3.632	0.0309875
3.634	0.266822
3.636	0.486374
3.638	0.679449
3.64	0.828942
3.642	0.928111
3.644	0.974488
3.646	0.947846
3.648	0.865946
3.65	0.73076
3.652	0.549033
3.654	0.335565
3.656	0.104665
3.658	-0.136596
3.66	-0.364701
3.662	-0.571426
3.664	-0.741641
3.666	-0.862354
3.668	-0.929782
3.67	-0.941294
3.672	-0.888503
3.674	-0.783742
3.676	-0.628657
3.678	-0.429991
3.68	-0.207149
3.682	0.0316453
3.684	0.267151
3.686	0.487197
3.688	0.680436
3.69	0.8296
3.692	0.928933
3.694	0.974488
3.696	0.947024
3.698	0.865617
3.7	0.730102
3.702	0.548211
3.704	0.334908
3.706	0.103678
3.708	-0.137418
3.71	-0.365688
3.712	-0.571919
3.714	-0.742792
3.716	-0.863012
3.718	-0.929947
3.72	-0.94113
3.722	-0.888338
3.724	-0.783578
3.726	-0.627835
3.728	-0.429498
3.73	-0.206656
3.732	0.0326321
3.734	0.267808
3.736	0.487854
3.738	0.681094
3.74	0.830094
3.742	0.929262
3.744	0.974817
3.746	0.947517
3.748	0.865452
3.75	0.728951
3.752	0.547882
3.754	0.334085
3.756	0.103185
3.758	-0.138076
3.76	-0.36651
3.762	-0.572248
3.764	-0.743285
3.766	-0.862683
3.768	-0.929782
3.77	-0.94113
3.772	-0.887845
3.774	-0.783249
3.776	-0.626848
3.778	-0.429004
3.78	-0.205998
3.782	0.0334544
3.784	0.268795
3.786	0.488677
3.788	0.681094
3.79	0.830422
3.792	0.929262
3.794	0.974653
3.796	0.947353
3.798	0.865123
3.8	0.728458
3.802	0.546895
3.804	0.333263
3.806	0.102198
3.808	-0.138899
3.81	-0.366839
3.812	-0.57307
3.814	-0.743779
3.816	-0.863012
3.818	-0.930111
3.82	-0.94113
3.822	-0.887681
3.824	-0.782756
3.826	-0.626684
3.828	-0.428017
3.83	-0.205011
3.832	0.0341122
3.834	0.269617
3.836	0.488841
3.838	0.681916
3.84	0.83108
3.842	0.92992
3.844	0.974982
3.846	0.947517
3.848	0.864794
3.85	0.728458
3.852	0.546731
3.854	0.33277
3.856	0.101705
3.858	-0.139721
3.86	-0.367497
3.862	-0.574057
3.864	-0.744272
3.866	-0.863505
3.868	-0.93044
3.87	-0.940801
3.872	-0.887516
3.874	-0.782427
3.876	-0.625862
3.878	-0.427524
3.88	-0.204189
3.882	0.035099
3.884	0.270111
3.886	0.489992
3.888	0.682245
3.89	0.831245
3.892	0.930413
3.894	0.974653
3.896	0.947024
3.898	0.863972
3.9	0.728129
3.902	0.545908
3.904	0.331783
3.906	0.101047
3.908	-0.140543
3.91	-0.368483
3.912	-0.574057
3.914	-0.744766
3.916	-0.863669
3.918	-0.930111
3.92	-0.940636
3.922	-0.887023
3.924	-0.781933
3.926	-0.625697
3.928	-0.426537
3.93	-0.20386
3.932	0.0362502
3.934	0.27044
3.936	0.490486
3.938	0.683396
3.94	0.831738
3.942	0.930413
3.944	0.974653
3.946	0.94653
3.948	0.864137
3.95	0.727636
3.952	0.545086
3.954	0.330796
3.956	0.100389
3.958	-0.141037
3.96	-0.368812
3.962	-0.574879
3.964	-0.745259
3.966	-0.864163
3.968	-0.930933
3.97	-0.940472
3.972	-0.886529
3.974	-0.781604
3.976	-0.62471
3.978	-0.42588
3.98	-0.203038
3.982	0.0365791
3.984	0.271262
3.986	0.490979
3.988	0.683725
3.99	0.831903
3.992	0.930413
3.994	0.974817
3.996	0.94653
3.998	0.863479
4	0.726978
4.002	0.544593
4.004	0.330467
4.006	0.0995669
4.008	-0.142188
4.01	-0.369963
4.012	-0.575373
4.014	-0.745752
4.016	-0.864163
4.018	-0.930604
4.02	-0.940636
4.022	-0.8862
4.024	-0.781111
4.026	-0.624217
4.028	-0.425222
4.03	-0.202215
4.032	0.0375659
4.034	0.271755
4.036	0.491801
4.038	0.684218
4.04	0.83256
4.042	0.930578
4.044	0.974653
4.046	0.946366
4.048	0.86315
4.05	0.726484
4.052	0.543935
4.054	0.329809
4.056	0.0987446
4.058	-0.142846
4.06	-0.370292
4.062	-0.576031
4.064	-0.746246
4.066	-0.864327
4.068	-0.931098
4.07	-0.940307
4.072	-0.886036
4.074	-0.780782
4.076	-0.623888
4.078	-0.424893
4.08	-0.201722
4.082	0.0380592
4.084	0.272742
4.086	0.492295
4.088	0.684876
4.09	0.833054
4.092	0.930907
4.094	0.974817
4.096	0.94653
4.098	0.862985
4.1	0.726155
4.102	0.543277
4.104	0.328329
4.106	0.0980867
4.108	-0.143668
4.11	-0.371115
4.112	-0.576524
4.114	-0.746739
4.116	-0.864656
4.118	-0.930933
4.12	-0.940143
4.122	-0.8862
4.124	-0.780618
4.126	-0.622901
4.128	-0.424235
4.13	-0.201064
4.132	0.039046
4.134	0.273236
4.136	0.492953
4.138	0.685041
4.14	0.833383
4.142	0.931071
4.144	0.974817
4.146	0.946366
4.148	0.862492
4.15	0.725333
4.152	0.542948
4.154	0.327836
4.156	0.0972645
4.158	-0.144326
4.16	-0.371608
4.162	-0.577017
4.164	-0.746904
4.166	-0.864821
4.168	-0.930933
4.17	-0.940472
4.172	-0.885871
4.174	-0.780289
4.176	-0.622408
4.178	-0.423742
4.18	-0.199913
4.182	0.0393749
4.184	0.274222
4.186	0.494268
4.188	0.685534
4.19	0.833547
4.192	0.931565
4.194	0.974817
4.196	0.94653
4.198	0.861834
4.2	0.725169
4.202	0.54229
4.204	0.327507
4.206	0.0967711
4.208	-0.144984
4.21	-0.372101
4.212	-0.577675
4.214	-0.747068
4.216	-0.864821
4.218	-0.931756
4.22	-0.93965
4.222	-0.885214
4.224	-0.779302
4.226	-0.621586
4.228	-0.423084
4.23	-0.199255
4.232	0.0405261
4.234	0.27488
4.236	0.494762
4.238	0.685699
4.24	0.834041
4.242	0.9314
4.244	0.975146
4.246	0.946366
4.248	0.861834
4.25	0.724511
4.252	0.541797
4.254	0.326849
4.256	0.0961132
4.258	-0.14597
4.26	-0.372924
4.262	-0.578333
4.264	-0.747726
4.266	-0.865479
4.268	-0.931756
4.27	-0.939979
4.272	-0.885214
4.274	-0.779302
4.276	-0.621092
4.278	-0.422426
4.28	-0.198597
4.282	0.040855
4.284	0.275538
4.286	0.49542
4.288	0.686027
4.29	0.834369
4.292	0.931894
4.294	0.975146
4.296	0.946366
4.298	0.861012
4.3	0.724182
4.302	0.540975
4.304	0.326191
4.306	0.0954554
4.308	-0.146628
4.31	-0.373582
4.312	-0.578991
4.314	-0.748055
4.316	-0.865314
4.318	-0.931756
4.32	-0.93965
4.322	-0.885214
4.324	-0.778315
4.326	-0.620763
4.328	-0.421768
4.33	-0.197775
4.332	0.0416773
4.334	0.276031
4.336	0.495913
4.338	0.686685
4.34	0.834698
4.342	0.932058
4.344	0.975311
4.346	0.945708
4.348	0.860847
4.35	0.723853
4.352	0.540646
4.354	0.325698
4.356	0.0947976
4.358	-0.147286
4.36	-0.374075
4.362	-0.579978
4.364	-0.748384
4.366	-0.866136
4.368	-0.932413
4.37	-0.939979
4.372	-0.884885
4.374	-0.77848
4.376	-0.620106
4.378	-0.421439
4.38	-0.19761
4.382	0.0423352
4.384	0.277018
4.386	0.496406
4.388	0.687179
4.39	0.835192
4.392	0.932387
4.394	0.975146
4.396	0.945708
4.398	0.860354
4.4	0.723524
4.402	0.539988
4.404	0.32504
4.406	0.0939753
4.408	-0.148108
4.41	-0.374733
4.412	-0.580142
4.414	-0.748877
4.416	-0.866136
4.418	-0.932413
4.42	-0.939321
4.422	-0.88472
4.424	-0.777986
4.426	-0.619941
4.428	-0.42111
4.43	-0.196788
4.432	0.0433219
4.434	0.277511
4.436	0.496735
4.438	0.687343
4.44	0.835685
4.442	0.932058
4.444	0.975146
4.446	0.945544
4.448	0.859861
4.45	0.723031
4.452	0.53933
4.454	0.324382
4.456	0.0934819
4.458	-0.148766
4.46	-0.375391
4.462	-0.580964
4.464	-0.749206
4.466	-0.86663
4.468	-0.932742
4.47	-0.939321
4.472	-0.884885
4.474	-0.777657
4.476	-0.619283
4.478	-0.420617
4.48	-0.195966
4.482	0.0439798
4.484	0.27784
4.486	0.497393
4.488	0.687837
4.49	0.836178
4.492	0.932387
4.494	0.975311
4.496	0.945544
4.498	0.859696
4.5	0.722537
4.502	0.538672
4.504	0.323889
4.506	0.0928241
4.508	-0.149588
4.51	-0.37572
4.512	-0.580964
4.514	-0.749699
4.516	-0.866959
4.518	-0.932907
4.52	-0.939321
4.522	-0.884391
4.524	-0.777328
4.526	-0.618297
4.528	-0.41963
4.53	-0.195144
4.532	0.0443087
4.534	0.278992
4.536	0.498215
4.538	0.68833
4.54	0.836014
4.542	0.932387
4.544	0.975475
4.546	0.945215
4.548	0.859038
4.55	0.722208
4.552	0.538014
4.554	0.323067
4.556	0.0920018
4.558	-0.150082
4.56	-0.376213
4.562	-0.581951
4.564	-0.750028
4.566	-0.867288
4.568	-0.932249
4.57	-0.938827
4.572	-0.884062
4.574	-0.776835
4.576	-0.618297
4.578	-0.419301
4.58	-0.194321
4.582	0.0446376
4.584	0.279156
4.586	0.498544
4.588	0.688988
4.59	0.836507
4.592	0.93288
4.594	0.975475
4.596	0.945215
4.598	0.859038
4.6	0.722044
4.602	0.537357
4.604	0.322573
4.606	0.0915084
4.608	-0.150575
4.61	-0.376706
4.612	-0.582609
4.614	-0.750357
4.616	-0.867617
4.618	-0.932742
4.62	-0.938663
4.622	-0.884062
4.624	-0.776342
4.626	-0.617803
4.628	-0.418808
4.63	-0.193499
4.632	0.0456243
4.634	0.279978
4.636	0.499367
4.638	0.689317
4.64	0.837165
4.642	0.932716
4.644	0.976133
4.646	0.945215
4.648	0.858545
4.65	0.721551
4.652	0.536863
4.654	0.321915
4.656	0.0905216
4.658	-0.151562
4.66	-0.3772
4.662	-0.583267
4.664	-0.751015
4.666	-0.867452
4.668	-0.932742
4.67	-0.938827
4.672	-0.884062
4.674	-0.776013
4.676	-0.61731
4.678	-0.417985
4.68	-0.193499
4.682	0.0461177
4.684	0.280472
4.686	0.499531
4.688	0.68981
4.69	0.837659
4.692	0.933045
4.694	0.97564
4.696	0.944721
4.698	0.858709
4.7	0.721222
4.702	0.53637
4.704	0.321258
4.706	0.0901927
4.708	-0.151891
4.71	-0.378022
4.712	-0.583431
4.714	-0.751015
4.716	-0.868274
4.718	-0.932742
4.72	-0.938498
4.722	-0.883733
4.724	-0.775519
4.726	-0.616981
4.728	-0.417492
4.73	-0.192677
4.732	0.0466111
4.734	0.280965
4.736	0.500189
4.738	0.690303
4.74	0.837823
4.742	0.933045
4.744	0.975804
4.746	0.944392
4.748	0.858216
4.75	0.720399
4.752	0.535712
4.754	0.321093
4.756	0.0893704
4.758	-0.152549
4.76	-0.378515
4.762	-0.584254
4.764	-0.751179
4.766	-0.86811
4.768	-0.932907
4.77	-0.938827
4.772	-0.883569
4.774	-0.775191
4.776	-0.616488
4.778	-0.416999
4.78	-0.192183
4.782	0.0472689
4.784	0.281952
4.786	0.500682
4.788	0.690961
4.79	0.838152
4.792	0.933209
4.794	0.975969
4.796	0.944557
4.798	0.858216
4.8	0.720235
4.802	0.535054
4.804	0.3206
4.806	0.088877
4.808	-0.153371
4.81	-0.379338
4.812	-0.584747
4.814	-0.751508
4.816	-0.868439
4.818	-0.933236
4.82	-0.938498
4.822	-0.883733
4.824	-0.774862
4.826	-0.61583
4.828	-0.416341
4.83	-0.190868
4.832	0.0477623
4.834	0.282445
4.836	0.501176
4.838	0.690961
4.84	0.838316
4.842	0.933209
4.844	0.975969
4.846	0.944228
4.848	0.857558
4.85	0.719742
4.852	0.534396
4.854	0.319613
4.856	0.0880547
4.858	-0.1537
4.86	-0.38016
4.862	-0.58524
4.864	-0.751837
4.866	-0.868768
4.868	-0.9334
4.87	-0.938663
4.872	-0.88324
4.874	-0.774368
4.876	-0.615172
4.878	-0.415519
4.88	-0.190703
4.882	0.0484201
4.884	0.282939
4.886	0.501505
4.888	0.691784
4.89	0.838974
4.892	0.933374
4.894	0.976298
4.896	0.943899
4.898	0.857394
4.9	0.719413
4.902	0.533903
4.904	0.319284
4.906	0.0873969
4.908	-0.154193
4.91	-0.380489
4.912	-0.585734
4.914	-0.752166
4.916	-0.868768
4.918	-0.933071
4.92	-0.938334
4.922	-0.883076
4.924	-0.774039
4.926	-0.615172
4.928	-0.41519
4.93	-0.190045
4.932	0.049078
4.934	0.283432
4.936	0.502491
4.938	0.692441
4.94	0.839139
4.942	0.933703
4.944	0.976298
4.946	0.94357
4.948	0.8569
4.95	0.719084
4.952	0.533903
4.954	0.318955
4.956	0.0869035
4.958	-0.154851
4.96	-0.380982
4.962	-0.586227
4.964	-0.752495
4.966	-0.86959
4.968	-0.933071
4.97	-0.938005
4.972	-0.882747
4.974	-0.773381
4.976	-0.614678
4.978	-0.414532
4.98	-0.189552
4.982	0.0497358
4.984	0.284419
4.986	0.502491
4.988	0.692606
4.99	0.839303
4.992	0.933538
4.994	0.976462
4.996	0.94357
4.998	0.8569
5	0.718426
5.002	0.533574
5.004	0.318133
5.006	0.0860812
5.008	-0.155509
5.01	-0.381805
5.012	-0.586392
5.014	-0.752495
5.016	-0.869754
5.018	-0.9334
5.02	-0.938334
5.022	-0.882582
5.024	-0.773217
5.026	-0.61435
5.028	-0.414038
5.03	-0.189223
5.032	0.0502292
5.034	0.284912
5.036	0.503149
5.038	0.693428
5.04	0.839632
5.042	0.934196
5.044	0.976626
5.046	0.94357
5.048	0.856736
5.05	0.718261
5.052	0.532587
5.054	0.317639
5.056	0.0850945
5.058	-0.155673
5.06	-0.382133
5.062	-0.586885
5.064	-0.752824
5.066	-0.869754
5.068	-0.933236
5.07	-0.938334
5.072	-0.881924
5.074	-0.772724
5.076	-0.613856
5.078	-0.413381
5.08	-0.18873
5.082	0.0505581
5.084	0.285405
5.086	0.503149
5.088	0.693593
5.09	0.840126
5.092	0.93436
5.094	0.976955
5.096	0.943077
5.098	0.856242
5.1	0.717768
5.102	0.532423
5.104	0.317311
5.106	0.0847656
5.108	-0.156496
5.11	-0.382956
5.112	-0.587214
5.114	-0.753317
5.116	-0.870083
5.118	-0.933236
5.12	-0.938169
5.122	-0.882089
5.124	-0.772724
5.126	-0.613692
5.128	-0.413052
5.13	-0.187907
5.132	0.0512159
5.134	0.285734
5.136	0.503807
5.138	0.693921
5.14	0.84029
5.142	0.934032
5.144	0.976955
5.146	0.943406
5.148	0.856078
5.15	0.71711
5.152	0.531929
5.154	0.316488
5.156	0.0839433
5.158	-0.156825
5.16	-0.382956
5.162	-0.588036
5.164	-0.753811
5.166	-0.870412
5.168	-0.933565
5.17	-0.938334
5.172	-0.882089
5.174	-0.772395
5.176	-0.613034
5.178	-0.412394
5.18	-0.187743
5.182	0.0518738
5.184	0.286228
5.186	0.504136
5.188	0.694415
5.19	0.840619
5.192	0.93436
5.194	0.976626
5.196	0.942748
5.198	0.856078
5.2	0.716781
5.202	0.531107
5.204	0.316324
5.206	0.0834499
5.208	-0.156989
5.21	-0.383942
5.212	-0.588036
5.214	-0.754304
5.216	-0.870577
5.218	-0.933071
5.22	-0.938498
5.222	-0.881596
5.224	-0.772066
5.226	-0.613034
5.228	-0.411901
5.23	-0.187578
5.232	0.0520382
5.234	0.286721
5.236	0.504465
5.238	0.694579
5.24	0.840619
5.242	0.93436
5.244	0.97712
5.246	0.942748
5.248	0.855914
5.25	0.716617
5.252	0.530943
5.254	0.31583
5.256	0.0827921
5.258	-0.157647
5.26	-0.383778
5.262	-0.588529
5.264	-0.754962
5.266	-0.870906
5.268	-0.9334
5.27	-0.938334
5.272	-0.881267
5.274	-0.771901
5.276	-0.612376
5.278	-0.411243
5.28	-0.186756
5.282	0.0523672
5.284	0.287379
5.286	0.504958
5.288	0.694908
5.29	0.840948
5.292	0.934854
5.294	0.977284
5.296	0.943077
5.298	0.855914
5.3	0.715959
5.302	0.530449
5.304	0.315173
5.306	0.0826276
5.308	-0.15814
5.31	-0.384929
5.312	-0.589023
5.314	-0.755126
5.316	-0.87107
5.318	-0.933565
5.32	-0.938005
5.322	-0.881102
5.324	-0.771572
5.326	-0.612047
5.328	-0.410749
5.33	-0.186592
5.332	0.0531895
5.334	0.287872
5.336	0.505452
5.338	0.695731
5.34	0.840619
5.342	0.934854
5.344	0.976791
5.346	0.942419
5.348	0.85542
5.35	0.715795
5.352	0.530285
5.354	0.314679
5.356	0.0821342
5.358	-0.158798
5.36	-0.384765
5.362	-0.589187
5.364	-0.755291
5.366	-0.871235
5.368	-0.933236
5.37	-0.937841
5.372	-0.881102
5.374	-0.771243
5.376	-0.611554
5.378	-0.410091
5.38	-0.186098
5.382	0.0538473
5.384	0.288366
5.386	0.505616
5.388	0.696059
5.39	0.840948
5.392	0.935018
5.394	0.976955
5.396	0.942255
5.398	0.855256
5.4	0.715137
5.402	0.53012
5.404	0.31435
5.406	0.0819698
5.408	-0.158798
5.41	-0.385916
5.412	-0.589516
5.414	-0.755455
5.416	-0.870906
5.418	-0.933565
5.42	-0.938169
5.422	-0.881102
5.424	-0.771079
5.426	-0.61106
5.428	-0.409763
5.43	-0.185605
5.432	0.0540117
5.434	0.288695
5.436	0.506438
5.438	0.696224
5.44	0.841112
5.442	0.935347
5.444	0.977284
5.446	0.942748
5.448	0.854927
5.45	0.714643
5.452	0.529298
5.454	0.314021
5.456	0.0811475
5.458	-0.159949
5.46	-0.386245
5.462	-0.59001
5.464	-0.755949
5.466	-0.871235
5.468	-0.933894
5.47	-0.938334
5.472	-0.880938
5.474	-0.77075
5.476	-0.610896
5.478	-0.409598
5.48	-0.185276
5.482	0.0546696
5.484	0.288859
5.486	0.506438
5.488	0.696553
5.49	0.841441
5.492	0.935183
5.494	0.976955
5.496	0.94209
5.498	0.855091
5.5	0.714479
5.502	0.528969
5.504	0.313363
5.506	0.0804896
5.508	-0.160443
5.51	-0.386574
5.512	-0.59001
5.514	-0.755949
5.516	-0.871728
5.518	-0.9334
5.52	-0.938005
5.522	-0.88028
5.524	-0.770421
5.526	-0.610403
5.528	-0.40894
5.53	-0.185276
5.532	0.0554919
5.534	0.289352
5.536	0.507096
5.538	0.696717
5.54	0.84177
5.542	0.935347
5.544	0.977449
5.546	0.942255
5.548	0.854598
5.55	0.713985
5.552	0.528805
5.554	0.313035
5.556	0.0803252
5.558	-0.160278
5.56	-0.387396
5.562	-0.590339
5.564	-0.756607
5.566	-0.871892
5.568	-0.933894
5.57	-0.938334
5.572	-0.879951
5.574	-0.770421
5.576	-0.610074
5.578	-0.40894
5.58	-0.184618
5.582	0.0559853
5.584	0.289846
5.586	0.507261
5.588	0.697375
5.59	0.841935
5.592	0.935841
5.594	0.977284
5.596	0.94209
5.598	0.854598
5.6	0.713657
5.602	0.528476
5.604	0.312212
5.606	0.0801607
5.608	-0.160936
5.61	-0.387725
5.612	-0.590667
5.614	-0.756936
5.616	-0.871728
5.618	-0.933894
5.62	-0.938169
5.622	-0.879622
5.624	-0.770092
5.626	-0.609745
5.628	-0.408282
5.63	-0.183796
5.632	0.0564786
5.634	0.290175
5.636	0.507754
5.638	0.69754
5.64	0.842099
5.642	0.936005
5.644	0.976791
5.646	0.941926
5.648	0.854269
5.65	0.713657
5.652	0.528311
5.654	0.311719
5.656	0.0795029
5.658	-0.160936
5.66	-0.387725
5.662	-0.591325
5.664	-0.7571
5.666	-0.872057
5.668	-0.934058
5.67	-0.937841
5.672	-0.879622
5.674	-0.770092
5.676	-0.60958
5.678	-0.407789
5.68	-0.183631
5.682	0.0571365
5.684	0.290668
5.686	0.508576
5.688	0.698033
5.69	0.842592
5.692	0.93617
5.694	0.97712
5.696	0.941761
5.698	0.85394
5.7	0.713492
5.702	0.527982
5.704	0.31139
5.706	0.079174
5.708	-0.161758
5.71	-0.388054
5.712	-0.591325
5.714	-0.7571
5.716	-0.872221
5.718	-0.934222
5.72	-0.937841
5.722	-0.879458
5.724	-0.769928
5.726	-0.609087
5.728	-0.40746
5.73	-0.182974
5.732	0.0576298
5.734	0.290997
5.736	0.508741
5.738	0.697869
5.74	0.842592
5.742	0.936334
5.744	0.976955
5.746	0.94209
5.748	0.853776
5.75	0.712999
5.752	0.527653
5.754	0.311061
5.756	0.0786806
5.758	-0.162416
5.76	-0.388876
5.762	-0.591819
5.764	-0.757593
5.766	-0.872057
5.768	-0.934551
5.77	-0.937676
5.772	-0.879293
5.774	-0.769928
5.776	-0.608593
5.778	-0.407131
5.78	-0.182809
5.782	0.0579588
5.784	0.291326
5.786	0.508905
5.788	0.698526
5.79	0.842592
5.792	0.936827
5.794	0.976955
5.796	0.941761
5.798	0.853776
5.8	0.712834
5.802	0.527325
5.804	0.310403
5.806	0.0783517
5.808	-0.162581
5.81	-0.389205
5.812	-0.592312
5.814	-0.758087
5.816	-0.87255
5.818	-0.934387
5.82	-0.937841
5.822	-0.878964
5.824	-0.769599
5.826	-0.608429
5.828	-0.407131
5.83	-0.182151
5.832	0.0584521
5.834	0.291655
5.836	0.509727
5.838	0.698691
5.84	0.842757
5.842	0.936498
5.844	0.976955
5.846	0.941432
5.848	0.853447
5.85	0.712341
5.852	0.526831
5.854	0.309745
5.856	0.0775294
5.858	-0.163239
5.86	-0.389863
