Time	Amplitude
6.48	-0.45762
6.5	0.878938
6.52	-0.925177
6.54	0.659221
6.56	-0.109132
6.58	-0.45466
6.6	0.877458
6.62	-0.925835
6.64	0.661359
6.66	-0.112421
6.68	-0.452029
6.7	0.876471
6.72	-0.926328
6.74	0.663826
6.76	-0.115381
6.78	-0.448904
6.8	0.874991
6.82	-0.926657
6.84	0.665963
6.86	-0.118506
6.88	-0.446108
6.9	0.873346
6.92	-0.927315
6.94	0.668266
6.96	-0.12163
6.98	-0.443806
7	0.872195
7.02	-0.928137
7.04	0.670733
7.06	-0.124097
7.08	-0.44101
7.1	0.871044
7.12	-0.928631
7.14	0.672871
7.16	-0.127386
7.18	-0.438543
7.2	0.869399
7.22	-0.929289
7.24	0.675009
7.26	-0.130676
7.28	-0.435747
7.3	0.868577
7.32	-0.929618
7.34	0.677311
7.36	-0.1338
7.38	-0.433116
7.4	0.867097
7.42	-0.929782
7.44	0.679449
7.46	-0.136761
7.48	-0.429662
7.5	0.865617
7.52	-0.930604
7.54	0.68208
7.56	-0.139721
7.58	-0.42736
7.6	0.863808
7.62	-0.931098
7.64	0.683725
7.66	-0.14301
7.68	-0.424399
7.7	0.862656
7.72	-0.931262
7.74	0.686356
7.76	-0.14597
7.78	-0.421439
7.8	0.860847
7.82	-0.932084
7.84	0.688494
7.86	-0.148766
7.88	-0.418972
7.9	0.859532
7.92	-0.932742
7.94	0.690632
7.96	-0.152055
7.98	-0.416176
8	0.858216
8.02	-0.933071
8.04	0.692935
8.06	-0.154687
8.08	-0.413216
8.1	0.856571
8.12	-0.933236
8.14	0.695237
8.16	-0.15814
8.18	-0.410256
8.2	0.854762
8.22	-0.934222
8.24	0.696882
8.26	-0.161101
8.28	-0.407296
8.3	0.853447
8.32	-0.934222
8.34	0.699349
8.36	-0.164554
8.38	-0.404664
8.4	0.852131
8.42	-0.935374
8.44	0.700993
8.46	-0.168008
8.48	-0.401869
8.5	0.850322
8.52	-0.935867
8.54	0.703625
8.56	-0.170968
8.58	-0.398908
8.6	0.848677
8.62	-0.936196
8.64	0.705763
8.66	-0.174257
8.68	-0.395784
8.7	0.847197
8.72	-0.937018
8.74	0.708229
8.76	-0.177218
8.78	-0.392823
8.8	0.845553
8.82	-0.937512
8.84	0.710532
8.86	-0.180671
8.88	-0.389534
8.9	0.843744
8.92	-0.938005
8.94	0.712999
8.96	-0.183796
8.98	-0.387067
9	0.841935
9.02	-0.938169
9.04	0.715137
9.06	-0.187414
9.08	-0.383778
9.1	0.840783
9.12	-0.938827
9.14	0.717275
9.16	-0.190539
9.18	-0.380324
9.2	0.83881
9.22	-0.939485
9.24	0.719577
9.26	-0.193663
9.28	-0.377693
9.3	0.837001
9.32	-0.939979
9.34	0.722044
9.36	-0.197117
9.38	-0.374733
9.4	0.835027
9.42	-0.939979
9.44	0.724017
9.46	-0.200077
9.48	-0.371279
9.5	0.833712
9.52	-0.940965
9.54	0.726155
9.56	-0.203695
9.58	-0.368483
9.6	0.832067
9.62	-0.940965
9.64	0.728293
9.66	-0.206656
9.68	-0.365359
9.7	0.829929
9.72	-0.941788
9.74	0.730596
9.76	-0.209945
9.78	-0.362563
9.8	0.828613
9.82	-0.942116
9.84	0.732898
9.86	-0.212576
9.88	-0.359438
9.9	0.826804
9.92	-0.942281
9.94	0.735201
9.96	-0.21603
9.98	-0.356642
